entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
26300770,2016-07-01,2017-06-30,ID_12,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2016-07-01,2017-06-30,ID_13,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,20777.0,2906582.0,3219843.0,26172.0,2611.0,207596.0,268923.0,292483.0,61327.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2016-07-01,2017-06-30,ID_15,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,-207596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-06-30,2017-06-30,ID_10,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,3989908.0,1056446.0,500000.0,3887611.0,6259.0,65960.0,1156879.0,58067.0,856178.0,3989908.0,2833028.0,44230.0,102297.0,44230.0,903925.0,58067.0,856178.0,656879.0,2833028.0,1085479.0,1974987.0,11396.0,843624.0,1891372.0,,,
26300770,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,57006.0,3119497.0,3506573.0,309928.0,1792.0,16000.0,21934.0,330069.0,5934.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,6.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-07-01,2018-06-30,ID_14,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,-16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26300770,2017-07-01,2018-06-30,ID_3,,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2QzL2M0LzM2LzI4L2Q1ZmYtNDYzYi1hOTEyLTQ3N2I5NzM4MWQzZQ.pdf,http://regnskaber.virk.dk/07700362/ZG9rdW1lbnRsYWdlcjovLzAzL2YzLzMwLzQ4LzA0LzM1ZjUtNDZlOS04YmYyLTc4YzhiYTQ3MzVmYw.xml,true,"Taastrup, 2630","FSR - Danske Revisorer, Spotorno AllÃ© 6",Til kapitalejerne i Corona Vitas A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-22,2018-11-22,2018-11-22,kristian@coronavitas.dk,www.coronavitas.dk,19233383.0,26300770.0,19233383.0,mne17145,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Corona Vitas A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Hald SchÃ¼tt,SÃ¸ren Storgaard,Optimal Revision Godkendt Revisionsvirksomhed,Jyske Bank A/S,Corona Vitas A/S,Optimal Revision Godkendt Revisionsvirksomhed,KÃ¸ge,2016-07-01,2017-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"KÃ¸ge, 259",2018-06-30,2017-07-01,false,2018-11-22,Taastrup,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:26335758,indberetninger-20180424,2.5124266,26300770.0,AWc8SNuY5OzuYdPkGcrD,2018-11-22T16:38:22.766Z,2018-11-22T16:37:44.405Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-DQ-39-CV,2018-11-22T16:37:44.964Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kristian  Vitas Knudsen,,
