entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContractWorkInProgress,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables
27677398,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,5000.0,550126.0,788836.0,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,24092.0,100.0,RÃ¸dding,2016-01-01,2016-12-31,209718.0,209718.0,233710.0,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
27677398,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,-209718.0,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
27677398,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,334392.0,0.0,125000.0,324392.0,-106855.0,10000.0,24072.0,334392.0,441247.0,24072.0,10000.0,217116.0,14766.0,10000.0,-231855.0,189417.0,441247.0,300320.0,34714.0,285554.0
27677398,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,125000.0,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,-231856.0,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,-106856.0,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,5850.0,489451.0,597577.0,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,16700.0,100.0,RÃ¸dding,2016-01-01,2016-12-31,85576.0,85576.0,102276.0,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,85576.0,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
27677398,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzL2Y5LzViLzFiL2FlL2E5YTgtNGM3Mi05YTEzLTQ1NzExNTIyZWVmNw.xhtml,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzAxLzExLzZhL2QyLzZiNWQtNGZiNS05NzEwLWYwODhkODc1Y2Y5NA.pdf,http://regnskaber.virk.dk/89377672/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzJmLzgzL2VlLzVkZTgtNGU3ZS1iYzcyLThkMjIwMWI2YjAyOQ.xml,true,RÃ¸dding,6630.0,7.0,RÃ¸ddinggÃ¥rdsvej,6630.0,Ribevej 47,Regnskabsklasse B,2018-04-24,2018-05-28,,,,27677398.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ejnar Rasmussen,Ejnar Rasmussen,HUNDEBÃL MASKINSTATION ApS,Anette Fogtmann,,100.0,RÃ¸dding,2016-01-01,2016-12-31,85576.0,,,2017-12-31,2017-01-01,false,false,0.0,0.0,74841278.0,false,false,Ingen bistand,urn:ofk:oid:25570734,indberetninger-20180424,2.5927877,27677398.0,AWOoHFft0wkEsASktGM1,2018-05-28T18:57:02.648Z,2018-05-28T18:56:57.610Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-66-KV,2018-05-28T18:56:57.915Z,,,,,,,,,,,,,,,,,,,,
