entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityPostcodeAndTown,AddressOfReportingEntityStreetAndNumber,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,SharePremium,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables
entity identifier,2011-01-01,2011-12-31,ID_10,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",40000.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_12,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",-134901.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_14,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",-94901.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-01-01,2011-12-31,ID_8,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",94901.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,-6000.0,250000.0,-151794.0,21567.0,-1662.0,112111.0,92206.0,-17210.0,,,,,,,,,,,,,,,,,,,,
entity identifier,2011-12-31,2011-12-31,ID_16,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,495583.0,153565.0,-80000.0,495583.0,-454984.0,-495584.0,-40600.0,0.0,0.0,0.0,341701.0,-40600.0,-40000.0,100165.0,-435149.0,341701.0,-40600.0,0.0,317.0,317.0
entity identifier,2012-01-01,2012-12-31,ID_0,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_1,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_11,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",-89453.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_13,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",-89453.0,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
entity identifier,2012-01-01,2012-12-31,ID_17,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8vcGRmcy8zMzAzNTkzNDtBcFM0NzU0MDM7MjAxMjAxMDE7MjAxMjEyMzE7UjtS.pdf,http://regnskaber.virk.dk/43953033/Y3ZyLmRrOi8veGJybHMvWC04REUzREM0MS0yMDEzMDYwM18xMDU1MjRfNDg4.xml,"8900, Randers C","Reiersensvej 4, 3 tv","Randers C, 8900",Sct. Mortensgade 4,"Til kapitalejerne i J. F. Invest, Randers ApS",PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2012 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2012 - 31-12-2012.",2010-06-08,2013-05-31,18743396.0,33035934.0,18743396.0,"Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2012 - 31-12-2012 for J. F. Invest, Randers ApS.","Vi har revideret Ã¥rsregnskabet for J. F. Invest, Randers ApS for regnskabsÃ¥ret 01-01-2012 - 31-12-2012, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Johannes Bech,Jesper Frederiksen,Jesper Frederiksen,"Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer","J. F. Invest, Randers ApS","Revisionsfirmaet Peder Albertsen A/S, registrerede revisorer",,"Randers, 730",2012-12-31,2012-01-01,2013-05-30,Randers,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres. Betingelserne for at undlade revision er opfyldt.",3093 6490,DirektÃ¸r,urn:ofk:oid:20727412,indberetninger-20180424,2.5118417999999996,33035934.0,,2018-04-01T18:12:16.605Z,2013-06-04T22:00:00.000Z,regnskab,0.0,,2012-12-31,2012-01-01,13-153.095,2013-06-04T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
