entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,EmployeeBenefitsExpense,ExtraordinaryExpenses,ExtraordinaryIncome,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermMortgageDebt,ShorttermReceivables,ShorttermTaxPayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
20052147,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,17500.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,41114.0,32800.0,108336.0,141321.0,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,7171.0,Vodskov,2013-10-01,2014-09-30,81794.0,116650.0,123821.0,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,26542.0,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,49200.0,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,32594.0,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,616232.0,99062.0,125000.0,227498.0,396053.0,52500.0,42496.0,336234.0,616232.0,220179.0,0.0,150962.0,150962.0,42496.0,388734.0,24740.0,85940.0,388734.0,49200.0,221853.0,0.0,69217.0,12487.0,85940.0,31990.0,,
20052147,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,17500.0,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",0.0,32042.0,38400.0,114159.0,143829.0,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,18528.0,Vodskov,2013-10-01,2014-09-30,85027.0,107801.0,126329.0,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,29132.0,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,11328881.0,REVISIONSFIRMAET OLE DAHL
20052147,2014-10-01,2015-09-30,c2,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2014-10-01,2015-09-30,c4,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,49900.0,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2014-10-01,2015-09-30,c6,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,35127.0,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
20052147,2015-09-30,2015-09-30,c8,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzQ3LzY4LzIwLzVlLzhhNDctNGEwYi1hN2U3LTI5YjJiNmE5MDIyNg.xhtml,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzLzY4L2I4L2Y1LzNhL2NkZjgtNDczNS05ZjM5LTU1NWNjZDhhNGQ1MA.pdf,http://regnskaber.virk.dk/74125002/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M0L2FhL2IzL2E0ZmEtNGY3NC1hYzc2LTUyNGFhZDA1NjUxNQ.xml,Danmark,DK,Vodskov,84.0,Kornelparken,Jerslev J,9740.0,10.0,SÃ¸hedenvej,9310 Vodskov,Kornelparken 84,Til anpartshaverne i Grindsted Antik ApS,Revisors erklÃ¦ring om opstilling af Ã¥rsregnskab,"Regnskabsklasse B, mikrovirksomhed",2016-01-26,2016-01-26,,Registreret revisor FSR,"<p xmlns=""http://www.w3.org/1999/xhtml"">Tilsikkerhed for gÃ¦ld til realkreditinstitut kr. 151.074, er der givet pant i grund og bygning med bogfÃ¸rt vÃ¦rdi pÃ¥ kr. 637.867. Ejerpantebrev kr. 150.000 i ejendommen er stillet til sikkerhed for gÃ¦ld til pengeinstitut.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen</p>",,,,,,20052147.0,1000218242.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ole Dahl,Ernst Jacobsen,Ernst Jacobsen,Sparekassen Vendsyssel,GRINDSTED ANTIK ApS,Revisionsfirmaet Ole Dahl,,Vodskov,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,2016-01-26,Vodskov,Jeg erklÃ¦rer at selskabet opfylder betingelserne for fravalg af revision.,,98954422.0,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21924135,indberetninger-20180424,2.594777,20052147.0,,2018-03-28T17:15:07.526Z,2016-01-26T08:50:42.655Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AN-80-CV,2016-01-26T08:50:42.813Z,834873.0,38917.0,125000.0,162186.0,431880.0,35000.0,36122.0,637687.0,834873.0,402993.0,173834.0,311791.0,137957.0,36122.0,672687.0,8000.0,87147.0,672687.0,49900.0,256980.0,13200.0,91202.0,13117.0,87147.0,56885.0,,
