entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,Revenue,SelectedElementsFromReportingClassC,ShorttermDebtToBanks,ShorttermTaxPayables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard
35207899,2017-01-01,2017-12-31,c6,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,5275617.0,5520.0,226604.0,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,1480.0,Gjern,2017-01-01,2017-12-31,139782.0,179207.0,226604.0,2018-12-31,2018-01-01,43357.0,5502221.0,false,352222.0,9504.0,2019-05-22,Silkeborg,39425.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
35207899,2017-01-01,2017-12-31,c8,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,139782.0,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
35207899,2017-12-31,2017-12-31,c10,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,1526259.0,80000.0,1526259.0,348839.0,577660.0,1526259.0,1093226.0,479373.0,84194.0,84194.0,34960.0,268839.0,1093226.0,261631.0,948599.0,948599.0,542700.0,
35207899,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,4420532.0,8140.0,346157.0,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,5050.0,Gjern,2017-01-01,2017-12-31,229855.0,294680.0,346157.0,2018-12-31,2018-01-01,48387.0,4766689.0,false,352222.0,9504.0,2019-05-22,Silkeborg,64825.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
35207899,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
35207899,2018-01-01,2018-12-31,c2,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,Niels Vagn Vestergaard
35207899,2018-01-01,2018-12-31,c3,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,Kaj Erik Straadt VestergÃ¥rd
35207899,2018-01-01,2018-12-31,c4,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,Helle VestergÃ¥rd
35207899,2018-01-01,2018-12-31,c5,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
35207899,2018-01-01,2018-12-31,c7,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzczLzQ3LzFmL2NkZDMtNGM4Yy1iNjNjLTIxMTRlZjRiYTBhMw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzExL2U3LzJjLzY5L2RkNGItNDk4YS1iN2E1LWYzNGRlY2FjMDMzYw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzUwLzUwLzVkLzFmLzIyZjItNDQ5YS1hZGU1LWJlODA0OGJhOGYyNQ.xml,true,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,0.0,19438.0,Regnskabsklasse B,Ledelsen anser betingelserne for at udelade revision for opfyldt.,2019-05-27,2019-05-27,Reg. revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2017-01-01,2017-12-31,229855.0,,,2018-12-31,2018-01-01,,,false,352222.0,9504.0,2019-05-22,Silkeborg,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:27296098,indberetninger-20180424,2.5927862999999998,35207899.0,AWsDlCahRYGX6_YTILM-,2019-05-29T12:33:03.209Z,2019-05-29T12:32:48.828Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BF-10-HE,2019-05-29T12:32:49.053Z,,,,,,,,,,,,,,,,,,
