entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RawMaterialsAndConsumables,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard
35207899,2015-07-01,2015-12-31,c6,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,6843601.0,8336.0,85405.0,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,1.0,Gjern,2015-07-01,2015-12-31,-27604.0,-28198.0,85405.0,286400.0,2016-12-31,2016-01-01,105268.0,6929006.0,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,-594.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
35207899,2015-07-01,2015-12-31,c8,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,-27604.0,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
35207899,2015-12-31,2015-12-31,c10,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,6181106.0,80000.0,6181106.0,169598.0,1961900.0,6181106.0,5954034.0,536266.0,57474.0,57474.0,89598.0,3460626.0,5954034.0,1957142.0,4219206.0,4219206.0,1961900.0,
35207899,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,5997198.0,9908.0,224488.0,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,871.0,Gjern,2015-07-01,2015-12-31,39458.0,26753.0,224488.0,286400.0,2016-12-31,2016-01-01,188698.0,6221686.0,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,-12705.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
35207899,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
35207899,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,Niels Vagn Vestergaard
35207899,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,Kaj Erik Straadt VestergÃ¥rd
35207899,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,Helle VestergÃ¥rd
35207899,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
35207899,2016-01-01,2016-12-31,c7,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2FkL2QyLzBmLzdiL2MwNWQtNDA2NC04NTM2LTY0NDJlZmZhMGI3Mw.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRhLzE5LzZmLzg2YjgtNGY1OS04MzcwLTczZWY3YmVmYWFmMQ.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2Q5L2ZlLzM5LzMzLzRlZDgtNDExMy1hYTkzLTc1ZjE4YjgxOTFmMA.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-05-31,2017-05-31,Reg. revisor,,,,35207899.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2015-07-01,2015-12-31,39458.0,,,286400.0,2016-12-31,2016-01-01,,,false,false,106487.0,0.0,2017-05-31,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24070565,indberetninger-20180424,2.5949402000000004,35207899.0,,2018-03-28T21:17:55.745Z,2017-06-02T01:22:40.231Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-65-KT,2017-06-02T01:22:40.629Z,,,,,,,,,,,,,,,,,,
