entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,FinanceExpensesArisingFromGroupEnterprises,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,RestOfOtherFinanceExpenses,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermReceivablesFromGroupEnterprises,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,Provisions,ProvisionsForDeferredTax,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,WorkInProgress,NameAndSurnameOfMemberOfSupervisoryBoard
35207899,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,5997198.0,9908.0,224488.0,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,871.0,Gjern,2016-01-01,2016-12-31,39458.0,26753.0,224488.0,2017-12-31,2017-01-01,188698.0,6221686.0,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,-12705.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
35207899,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,39458.0,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
35207899,2016-12-31,2016-12-31,c10,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,2520466.0,80000.0,2520466.0,209056.0,1282467.0,2520466.0,2266641.0,889309.0,44769.0,44769.0,286400.0,129056.0,1377332.0,2266641.0,0.0,1237999.0,1131512.0,996067.0,
35207899,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,5275617.0,5520.0,226604.0,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,1480.0,Gjern,2016-01-01,2016-12-31,139782.0,179207.0,226604.0,2017-12-31,2017-01-01,43357.0,5502221.0,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,39425.0,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
35207899,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
35207899,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,Niels Vagn Vestergaard
35207899,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,Kaj Erik Straadt VestergÃ¥rd
35207899,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,Helle VestergÃ¥rd
35207899,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
35207899,2017-01-01,2017-12-31,c7,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2JmL2U4L2JkL2E5LzE2MjktNDc2Yi04NjE4LTNlM2IwMWU2ZjdlMg.xhtml,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzLzU0LzA2LzAzL2MwLzkyNDUtNDQwOC1hYWNmLTczYTMxNzUwNTlkNw.pdf,http://regnskaber.virk.dk/99870253/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzljL2ZiLzY0L2Q3NjMtNGIwNy04ZThlLTgyYzBhOWU0ZTM3Mw.xml,true,Danmark,DK,Silkeborg,8600.0,25.0,SÃ¸ndergade,Gjern,8883.0,2.0,Domdalsvej,8600  Silkeborg,NÃ¸rreskov Bakke 28,Til Helledi Mark ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-29,2018-05-29,Reg. Revisor,,,,35207899.0,mne4596,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Bjarne Zepernick,Helle VestergÃ¥rd,Helle VestergÃ¥rd,Sydbank,HELLEDI MARK ApS,SÃ¸hÃ¸jlandets Regnskabskontor,,Gjern,2016-01-01,2016-12-31,139782.0,,,2017-12-31,2017-01-01,,,false,false,106487.0,2018-05-29,Silkeborg,Det blev pÃ¥ generalforsamlingen besluttet at Ã¥rsregnskabet for det kommende Ã¥r ikke skal revideres.,,86875323.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25676975,indberetninger-20180424,2.5949445,35207899.0,AWO8GvHk0wkEsASktTjt,2018-06-01T16:08:01.449Z,2018-06-01T16:07:50.473Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-67-BA,2018-06-01T16:07:50.671Z,,,,,,,,,,,,,,,,,,,
