entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
27916619,2013-01-01,2013-01-01,c176,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,-554598.0,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,1125000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,,,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-01-01,c720,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-01-01,c741,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,278909.0,,,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-12-31,c123,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,-430273.0,,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-12-31,c178,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,,-282015.0,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-12-31,c3,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,-430273.0,,-8250.0,-416707.0,5800.0,484.0,-430273.0,-8250.0,,,,,,,,,,,,,,,,
27916619,2013-01-01,2013-12-31,c742,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,-430273.0,,,,,,,,,,,,,,,,,,,,,,,
27916619,2013-12-31,2013-12-31,c180,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,-836613.0,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,1125000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,,,,,,,,,,288387.0,,,,,,,,,,,,,,,
27916619,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,-26364.0,,,,,,,,,548500.0,548500.0,125000.0,548500.0,574864.0,288387.0,260113.0,548500.0,568614.0,-151364.0,574864.0,6250.0,,,,
27916619,2013-12-31,2013-12-31,c722,,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzL2Y0L2RmLzhmLzgwL2UzMWItNGZlYS1iYzU5LWY4NmFhYjk0N2VhMg.pdf,http://regnskaber.virk.dk/91661972/ZG9rdW1lbnRsYWdlcjovLzAzLzU1LzQ1L2MyLzZmLzIzN2MtNDU3Yy04NzI0LTMyNTRlNzA3MDIxMA.xml,,Outrup,6855.0,83.0,KlÃ¸vbakken,"6700, Esbjerg","Skolegade, 85, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014 for opfyldt.,2015-05-18,2015-05-18,2015-05-28,27916619.0,25492145.0,Direktionen har dags dato aflagt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2014 for GABL Holding ApS.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Glenn Alex Borup Larsen,Glenn Alex Borup Larsen,GABL Holding ApS,"BRANDT, Statsautoriseret Revisionspartnerselskab",Outrup,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Varde,2014-12-31,2014-01-01,2015-05-18,Esbjerg,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5410866,indberetninger-20180424,2.5124327999999996,27916619,,2018-03-30T09:49:19.632Z,2015-06-02T06:45:08.836Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-90-YT,2015-06-02T06:45:08.939Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
