entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradeReceivables
12266987,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2018-05-16,2018-05-30,44060.0,Registreret Revisor,276666.0,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,98632.0,Frederikshavn,2016-01-01,2016-12-31,103974.0,133974.0,232606.0,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,30000.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
12266987,2016-01-01,2016-12-31,c5,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,103974.0,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
12266987,2016-12-31,2016-12-31,c7,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,2683981.0,200000.0,36313.0,753434.0,2647668.0,2683981.0,1930547.0,990000.0,990000.0,2647668.0,186038.0,2647668.0,553434.0,723990.0,940547.0,36313.0,30519.0,36313.0
12266987,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,753434.0,,,,,,,,,,,,,,
12266987,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,200000.0,,,,,,,,,,,,,,
12266987,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,553434.0,,,,,,,,,,,,,,
12266987,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,1.0,Regnskabsklasse B,2018-05-16,2018-05-30,44060.0,Registreret Revisor,329745.0,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,74169.0,Frederikshavn,2016-01-01,2016-12-31,166841.0,211516.0,285685.0,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,44675.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
12266987,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
12266987,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,166841.0,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
12266987,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q1L2JiLzk5LzM2N2UtNDNmNC1hZjFkLThmOGJlODdmYjFiMQ.xhtml,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzL2JmLzNhL2U3LzlmL2ZiYWItNDk4Mi05Mjk3LWRjZDhjYzFlNmQ3NQ.pdf,http://regnskaber.virk.dk/78966221/ZG9rdW1lbnRsYWdlcjovLzAzLzBlLzQ4LzNlLzYxLzg4NjQtNDZhZC1hNGQ3LTQ2ZTg5YTYzYWNmNA.xml,true,Frederikshavn,9900.0,14.0,Bangsmindevej,9300  SÃ¦by,Skolegade 6,Til kapitalejerne Landbrugsselskabet Vulsen ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,,Regnskabsklasse B,2018-05-16,2018-05-30,,Registreret Revisor,,38257846.0,12266987.0,mne3372,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Niels Poulsen,Erik Nielsen,Jan SkjÃ¸lstrup Jensen,NP Revsion Godkendt Revisionsanpartsselskab,LANDBRUGSSELSKABET VULSEN ApS,NP Revision,,Frederikshavn,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,2018-05-16,SÃ¦by,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25603454,indberetninger-20180424,2.5955543999999997,12266987.0,AWOwhmT40wkEsASktK7s,2018-05-30T10:10:12.401Z,2018-05-30T10:09:43.589Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-22-NP,2018-05-30T10:09:43.836Z,,,,,,,,,,,,,,,,,,
