entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
35483535,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",350.0,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,-350.0,-350.0,-350.0,2017-12-31,2017-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
35483535,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,-350.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
35483535,2016-12-31,2016-12-31,c6,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,77846.0,77846.0,80000.0,77846.0,70346.0,77846.0,7500.0,0.0,-9654.0,7500.0,7500.0
35483535,2017-01-01,2017-01-01,c7,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,80000.0,,,,,,
35483535,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,-9654.0,,,,,,
35483535,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,70346.0,,,,,,
35483535,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",4100.0,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,-5167.0,-5167.0,-4100.0,2017-12-31,2017-01-01,false,false,0.0,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
35483535,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
35483535,2017-01-01,2017-12-31,c10,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
35483535,2017-01-01,2017-12-31,c11,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzc5Lzc2LzM2LzVhLzczZmMtNGNlOC05ZmYxLTI5MTA2ZjM0Zjc4NQ.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2U5L2VmLzVhLzJhLzA4YmYtNGEzZS04YjY0LTIzOGI3OGU4NzdlZQ.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2NjL2Q0L2Q0LzAwMjUtNGFmOC1iNzg3LTNiMWM5NzFlYTllOQ.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2450.0,"Teglholmsgade 6A, 3. th.",,Regnskabsklasse B,2018-05-31,2018-05-31,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Schmidt,Vestjysk Bank,CAINCA INVEST ApS,Jan SÃ¸ren Holm,1067.0,NÃ¦rum,2016-01-01,2016-12-31,-5167.0,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25638150,indberetninger-20180424,2.59278,35483535.0,AWO2OyZo0wkEsASktPFt,2018-05-31T12:45:27.460Z,2018-05-31T12:45:18.602Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-45-CR,2018-05-31T12:45:18.882Z,,,,,,,,,,,
