entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfFinancialCountry,AddressOfFinancialCountryIdentificationCode,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfCollateralsAndAssetsPledgesAsSecurity,DisclosureOfContingentLiabilities,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
35483535,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,2500.0,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,-2491.0,-2491.0,-2500.0,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
35483535,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,-2491.0,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
35483535,2015-12-31,2015-12-31,c6,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,78196.0,78196.0,80000.0,78196.0,70696.0,78196.0,7500.0,-9304.0,7500.0,7500.0
35483535,2016-01-01,2016-01-01,c7,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,80000.0,,,,,
35483535,2016-01-01,2016-01-01,c8,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,-9304.0,,,,,
35483535,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,70696.0,,,,,
35483535,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,350.0,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,-350.0,-350.0,-350.0,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",0.0,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
35483535,2016-01-01,2016-12-31,c1,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
35483535,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,-350.0,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
35483535,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2YxLzFhLzU5LzhjLzcwNGQtNDk0Ny1iZjk1LWYzYzlmZGM4M2Y2Mg.xhtml,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzLzMwLzQyL2Q1L2Y3LzM2NDktNDU0ZC1hMGQ2LWQzZDIxZjVjYzUxYg.pdf,http://regnskaber.virk.dk/53538453/ZG9rdW1lbnRsYWdlcjovLzAzL2RhL2RlL2JlL2RkLzE0Y2EtNDFlYy1iN2UwLWZjMTQ5MDU4YTBmZg.xml,true,Danmark,DK,Holstebro,7500.0,1.0,Vestergade,NÃ¦rum,2850.0,13.0,Svalegabet,2850  NÃ¦rum,Svalegabet 13,,Regnskabsklasse B,2017-06-21,2017-06-21,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",35483535.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Martin KjÃ¦r Olsen,Martin KjÃ¦r Olsen,Vestjysk Bank,CAINCA INVEST ApS,Martin KjÃ¦r Olsen,9.0,NÃ¦rum,2015-01-01,2015-12-31,-350.0,,,2016-12-31,2016-01-01,false,false,"Der trÃ¦ffes beslutning om, at selskabet ogsÃ¥ for det kommende Ã¥r vil fravÃ¦lge revision, da betingelserne for fravalg af revision er opfyldt.",,false,false,Ingen bistand,urn:ofk:oid:24271692,indberetninger-20180424,2.5955422,35483535.0,,2018-03-29T16:50:30.840Z,2017-06-21T20:27:31.461Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AN-72-LA,2017-06-21T20:27:31.737Z,,,,,,,,,,
