entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityCountry,AddressOfReportingEntityCountryIdentificationCode,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DisclosureOfMortgagesAndCollaterals,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfEntityParticipantNotPartOfTheRegisteredManagementMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodNumber,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,TypeOfBasisForModifiedOpinionOnAuditedFinancialStatements,TypeOfModifiedOpinionOnAuditedFinancialStatements,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossResult,IncomeFromInvestmentsInGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,RevaluationReserve,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,DescriptionOfAuditor,IdentificationNumberOfAuditor,NameAndSurnameOfAuditor,NameOfAuditFirm
25001370,2017-01-01,2017-12-31,c455,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,2658455.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001370,2017-01-01,2017-12-31,c58,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,2494059.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,66000.0,-85541.0,2658455.0,85541.0,12855.0,2494059.0,-151541.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
25001370,2017-01-01,2017-12-31,c73,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,-164396.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001370,2017-12-31,2017-12-31,c74,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,10195583.0,93322.0,1000000.0,737048.0,10083073.0,305000.0,10195583.0,112510.0,9153535.0,9153535.0,9458535.0,74433.0,305000.0,8959131.0,65938.0,58004.0,112510.0,0.0,643726.0,569293.0,112510.0,,,,,
25001370,2018-01-01,2018-01-01,c113,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,,,,,
25001370,2018-01-01,2018-01-01,c119,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,58004.0,,,,,,,,,,,,,,,,,,,,,
25001370,2018-01-01,2018-01-01,c125,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,8959131.0,,,,,,,,,,,,,,,,,,,,,
25001370,2018-01-01,2018-01-01,c131,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,65938.0,,,,,,,,,,,,,,,,,,,,,
25001370,2018-01-01,2018-12-31,c104,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25001370,2018-01-01,2018-12-31,c11,,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzL2MxLzE0L2U0L2JlLzZjNTAtNGI3Ni1iNzZmLWQwOThiNTkzZDQ4NA.pdf,http://regnskaber.virk.dk/07310052/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2YwL2RlL2MxLzQ3N2UtNGQxMy05ZmM1LTQ0ZmRkM2M2OGE1OQ.xml,Danmark,DK,Aarhus C,8000.0,5.0,Store Torv,Danmark,DK,Aarhus C,8000.0,7.0,Skt. Clemens StrÃ¦de,8000 Aarhus C,Store Torv 5,Til kapitalejeren i Sign Tronic Invest A/S under frivillig likvidation,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 og resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-06-19,1999-10-14,2019-06-19,Selskabet har ikke foretaget sikkerhedsstillelser eller pantsÃ¦tninger.,nr@nationalrevision.dk,25635868.0,25001370.0,25635868.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Sign Tronic Invest A/S under frivillig likvidation.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",SÃ¸ren Hammer Westmark,SÃ¸ren Hammer Westmark,Sign Tronic Invest A/S under frivillig likvidation,National Revision,2017-01-01,2017-12-31,2542988.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2018-12-31,19.0,2018-01-01,true,2019-06-19,Aarhus,86124466.0,RevisionspÃ¥tegning,Grundlag for manglende konklusion,Manglende konklusion,urn:ofk:oid:27553297,indberetninger-20180424,2.5095978,25001370.0,AWt0Qw_ojptzAuyFioRq,2019-06-20T09:41:22.620Z,2019-06-20T09:41:19.483Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BP-95-QK,2019-06-20T09:41:20.190Z,66000.0,-60390.0,2724639.0,60390.0,55261.0,2542988.0,-126390.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
