entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,EmailOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermDeferredIncome,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,Planes,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForIncomeExceedCostForTheFinancialYear,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
26906202,2017-07-01,2018-06-30,ID_11,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,5.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2017-07-01,2018-06-30,ID_12,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,78015.0,1730174.0,2471919.0,5358835.0,1471398.0,86239.0,4163703.0,4637406.0,6022565.0,473703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2017-07-01,2018-06-30,ID_13,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,52900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2017-07-01,2018-06-30,ID_15,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,4110803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2018-06-30,2018-06-30,ID_9,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,,,,,88662745.0,1213383.0,500000.0,3481557.0,42739.0,50587.0,24327596.0,38272.0,0.0,84798328.0,88662745.0,64015740.0,11471875.0,375946.0,61024453.0,47659146.0,85181188.0,1517486.0,1079283.0,2325722.0,404868.0,344588.0,85181188.0,52900.0,319409.0,319409.0,0.0,23774696.0,201983.0,240570.0,1079283.0,2991287.0,1188891.0,0.0,223012.0,690697.0,,,
26906202,2018-07-01,2019-06-30,ID_0,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,74248.0,1796456.0,101491.0,4280805.0,1288225.0,46621.0,290395.0,1269988.0,2511592.0,979593.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2018-07-01,2019-06-30,ID_1,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2018-07-01,2019-06-30,ID_10,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,4.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2018-07-01,2019-06-30,ID_14,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,215395.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26906202,2018-07-01,2019-06-30,ID_16,,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UzLzJiLzI5LzBhNjUtNGQzNS1hZWU5LTU0MmIxM2RjZjhlNw.pdf,http://regnskaber.virk.dk/20260962/ZG9rdW1lbnRsYWdlcjovLzAzLzRjLzA5LzY4L2EwL2JlZTUtNGUwMy1hOTMzLWQ5MzhkMzA3NjMwNg.xml,true,"4760, Vordingborg","NyrÃ¥d Hovedgade 62, 1.",Til kapitalejerne i Ãernes Ejendomsselskab A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",2019-10-09,2019-10-09,2002-11-20,2019-10-10,hanne@ejds.dk,19261735.0,26906202.0,19261735.0,mne16181,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Ãernes Ejendomsselskab A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Kim Christensen,Oskar Hoskuldur Nielsen,Totalrevision Vordingborg ApS,Ãernes Ejendomsselskab A/S,"Totalrevision Vordingborg ApS, Registreret revisionsanpartsselskab",Herlufmagle,2017-07-01,2018-06-30,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"370, NÃ¦stved",2019-06-30,2018-07-01,false,2019-10-09,NyrÃ¥d,3141 8780 Hanne,Bestyrelsesmedlem/DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:28027686,indberetninger-20180424,2.5122845000000003,26906202.0,AW59ae4FxzZKlpaAleb5,2019-11-18T07:28:51.215Z,2019-11-18T07:28:43.784Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-DL-84-VU,2019-11-18T07:28:44.051Z,,,,,,,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
