entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprises,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,LongtermReceivablesFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherLongtermInvestments,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,ShorttermPayablesToShareholdersAndManagement,ShorttermTaxPayables,ShorttermTaxReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
34624763,2016-01-01,2016-12-31,c10,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,1430519.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34624763,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,1200235.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,1092336.0,23787.0,116411.0,1229363.0,1092336.0,3171.0,29128.0,,,,,,,,,,,,,,,,,,,,,
34624763,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,103400.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34624763,2016-01-01,2016-12-31,c8,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,-333684.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34624763,2016-12-31,2016-12-31,c12,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,12612181.0,5428507.0,80000.0,7499368.0,12521414.0,12612181.0,90767.0,5112813.0,5044918.0,5112813.0,10000.0,589356.0,103400.0,2697458.0,9640556.0,90767.0,3584.0,2070861.0,1463317.0,,
34624763,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,1256955.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,1040934.0,359172.0,61239.0,1454270.0,1040934.0,7075.0,197315.0,,,,,,,,,,,,,,,,,,,,,
34624763,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Gert Pedersen,DirektÃ¸r
34624763,2017-01-01,2017-12-31,c2,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,Jytte Elisabet Pedersen,DirektÃ¸r
34624763,2017-01-01,2017-12-31,c3,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34624763,2017-01-01,2017-12-31,c5,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzL2YxL2U0LzljLzRlLzkwMzUtNDBkNi04ZmJhLTdjM2IzNGJjM2QxMw.xhtml,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA2LzU4L2E1LzI5Y2EtNDM1Mi04NDZkLTcyMjU4M2FlNGZhMw.pdf,http://regnskaber.virk.dk/36742643/ZG9rdW1lbnRsYWdlcjovLzAzLzU5L2E1L2E1LzcwLzAzNDMtNGMyZC04OWRjLTJiOGNjZmMyNDlkZQ.xml,true,Odense SV,5250.0,3.0,Thujavej,5250 Odense SV,Thujavej 3,Til den daglige ledelse i G.P. Elektronik Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-05-06,2018-05-06,"registreret revisor, H.A. FSR","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets formÃ¥l er besiddelse af kapitalandele, investeringer samt anden hermed beslÃ¦gtet virksomhed.</p>",10875781.0,34624763.0,mne3464,1096916.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,67895.0,Gert SkjÃ¸nnemand,Gert Pedersen,RevisionPlus ApS,G.P. ELEKTRONIK HOLDING ApS,Gert Pedersen,4851073.0,Odense SV,2016-01-01,2016-12-31,105802.0,2017-12-31,2017-01-01,false,false,77183.0,49032.0,18188.0,2018-05-06,Grindsted,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25655097,indberetninger-20180424,2.5955422,34624763.0,AWO3UHIS0wkEsASktQxF,2018-05-31T17:49:13.198Z,2018-05-31T17:48:11.816Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-57-KG,2018-05-31T17:48:12.403Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
