entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDeferredIncome,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,IncreaseOfCapital,EquityTransfersToReserves,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,AdditionsToIntangibleAssets,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment,AdditionsToInvestments,DisposalsOfInvestments,RevaluationsOfInvestmentsOfTheYear,NameAndSurnameOfMemberOfSupervisoryBoard
28993854,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,-1033199.0,0.0,15.0,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,48793.0,Statsautoriseret revisor,1655415.0,-3141032.0,20222670.0,28993854.0,20222670.0,mne34483,-2794053.0,Ãrsrapport,0.0,83409.0,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,497448.0,135.0,83409.0,135.0,Slangerup,277042.0,2016-01-01,2016-12-31,-6522820.0,-7556019.0,-4845240.0,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,89390.0,-1033199.0,Formand,791535.0,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,-6522820.0,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,40809.0,29150033.0,3724915.0,584454.0,3019374.0,48091.0,11968798.0,23675681.0,337850.0,12009607.0,61200.0,166578.0,29150033.0,5474352.0,2940731.0,4727784.0,4564442.0,2940731.0,146942.0,51568.0,17241819.0,16400.0,1118422.0,3199720.0,504428.0,9632.0,7041892.0,16049335.0,48605.0,2533621.0,4948.0,8122099.0,1085102.0,1361646.0,769812.0,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,584454.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c229,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c246,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,9028067.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,14063160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c339,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40809.0,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c360,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11968798.0,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-01-01,c456,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzQxL2RkL2ExL2E1LzIyNTgtNGJhYy04Mzg3LWUyZTk4YzI4NzQzYQ.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzLzRkLzFjL2FhLzY3Lzk3YzMtNGJlYy04NmYxLTNiZDFkYWViZWQzOQ.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2018-06-13,2005-09-16,2018-06-13,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Jakob Mosegaard Larsen,Martin Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2016-01-01,2016-12-31,,,,Slangerup,2017-12-31,2017-01-01,true,2018-06-13,KÃ¸benhavn,,,Formand,,urn:ofk:oid:25830427,indberetninger-20180424,2.5097342,28993854.0,AWQASMil0wkEsASktwd3,2018-06-14T21:52:32.770Z,2018-06-14T21:52:04.267Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AR-11-SE,2018-06-14T21:52:04.546Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306900.0,644750.0,,,,,,,,,,,,,,,
