entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AcquiredIntangibleAssets,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,DeferredIncomeAssets,DevelopmentProjectsInProgressAndPrepaymentsForIntangibleAssets,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDeferredIncome,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherShorttermReceivables,PropertyPlantAndEquipment,Provisions,ProvisionsForInvestmentsInGroupEnterprises,ReserveForDevelopmentExpenditure,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,IntangibleAssetsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors,EquityTransfersToReserves,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,AdditionsToIntangibleAssets,DepreciationOfPropertyPlantAndEquipment,AdjustmentsOfEquityRelatedToInvestments,DisposalsOfInvestments,OtherAdjustmentsRelatedToInvestments,RevaluationsOfInvestmentsOfTheYear,NameAndSurnameOfMemberOfSupervisoryBoard
28993854,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,-1536699.0,-169191.0,17.0,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,79275.0,Statsautoriseret revisor,1794142.0,-5118233.0,20222670.0,28993854.0,20222670.0,mne34483,222739.0,Ãrsrapport,9250.0,74302.0,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,361713.0,21186.0,74302.0,11936.0,Slangerup,344987.0,2017-01-01,2017-12-31,-5009905.0,-6715795.0,-6991650.0,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,155526.0,-1705890.0,931916.0,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,-5009905.0,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,40809.0,41050819.0,6067181.0,654588.0,2929399.0,100322.0,21267307.0,31514323.0,410267.0,21308116.0,148406.0,41050819.0,9536496.0,8382208.0,4790081.0,4787181.0,8382208.0,2900.0,26656870.0,2158487.0,558673.0,0.0,0.0,14294729.0,16565006.0,16030.0,1154288.0,0.0,8326768.0,2541681.0,350382.0,596879.0,,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,654588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,16565005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c261,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,14294729.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c326,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40809.0,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c374,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21267307.0,,,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c507,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368003.0,778270.0,,,,,,,,,,,,,,
28993854,2018-01-01,2018-01-01,c542,,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2NhL2ZjLzAxL2I4LzhlOTQtNGE4YS1hMGJmLTZiNTMxOTcwN2UxZA.pdf,http://regnskaber.virk.dk/45839982/ZG9rdW1lbnRsYWdlcjovLzAzL2Q0LzEyLzNkL2VjLzFiNDctNDVhYS1iOWQzLWIyNmRkODRkNzEzMw.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,KÃ¸benhavn K,1256.0,10.0,Amaliegade,3550 Slangerup,Fabriksvangen 5-7,DK-1561 KÃ¸benhavn V,Havneholmen 29,,,,Regnskabsklasse B,2019-05-29,2005-09-16,2019-05-29,,Statsautoriseret revisor,,,20222670.0,28993854.0,20222670.0,mne34483,,Ãrsrapport,,,0.0,Kim K. SÃ¸rensen,Martin Grosen Petersen,Martin Grosen Petersen,Mazanti Andersen KorsÃ¸ Jensen,ecoXpac A/S,BDO Statsautoriseret revisionsaktieselskab,,,,,Slangerup,,2017-01-01,2017-12-31,,,,Slangerup,2018-12-31,2018-01-01,true,2019-05-29,KÃ¸benhavn,,,,urn:ofk:oid:27367377,indberetninger-20180424,2.5124266,28993854.0,AWsb5a0yRYGX6_YTIVaj,2019-06-03T05:53:28.889Z,2019-06-03T05:52:44.626Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-14-ED,2019-06-03T05:52:44.895Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33315.0,181721.0,,,,,,,,,,,,,,
