entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AverageNumberOfEmployees,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmployeeBenefitsExpense,ExchangeRateAdjustmentsOtherFinanceIncome,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InterestIncomeFromGroupEnterprises,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RawMaterialsAndConsumablesUsed,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TitleOfMemberOfSupervisoryBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,RetainedEarnings,ShorttermDebtToBanks,ShorttermDeferredIncome,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPrepaymentsOfWorkInProgress,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
14451234,2016-01-01,2016-12-31,c54,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,4.0,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,1716984.0,18677.0,1614781.0,30700228.0,14451234.0,mne32084,Ãrsrapport,125791.0,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,1472776.0,34886.0,144646.0,178.0,Ry,2016-01-01,2016-12-31,7557.0,7557.0,4696212.0,Ry,2017-12-31,2017-01-01,7783769.0,2018-02-22,Aarhus,0.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2016-01-01,2016-12-31,c69,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,7557.0,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2016-12-31,2016-12-31,c72,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,13489098.0,11443103.0,10020000.0,13409490.0,79608.0,163314.0,13489098.0,13325784.0,79608.0,79608.0,431892.0,100898.0,-9856686.0,70165.0,1037785.0,13325784.0,500000.0,10063148.0,1966387.0,0.0,1222794.0,1865489.0,
14451234,2017-01-01,2017-12-31,c1,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,4.0,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,2514206.0,44.0,3724292.0,30700228.0,14451234.0,mne32084,Ãrsrapport,0.0,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,1602561.0,56177.0,44.0,0.0,Ry,2016-01-01,2016-12-31,1153953.0,1153953.0,12492574.0,Ry,2017-12-31,2017-01-01,17819427.0,2018-02-22,Aarhus,0.0,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2017-01-01,2017-12-31,c101,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2017-01-01,2017-12-31,c129,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,1153953.0,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2017-01-01,2017-12-31,c1968,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2017-01-01,2017-12-31,c68,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,1153953.0,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,
14451234,2017-01-01,2017-12-31,c86,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,Jean-Marc Michel Langard
14451234,2017-01-01,2017-12-31,c87,,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzM1L2NjLzQyL2JlL2Y0OGEtNDQyMC1iNWNmLTk1MDE3ZDJlYmUwZQ.pdf,http://regnskaber.virk.dk/43215441/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzBjL2FiL2NkLzMzNmQtNDA3MS05YmFlLTJjZDFjNjNmNjVkYg.xml,Danmark,Aarhus C,8000.0,25.0,VÃ¦rkmestergade,Ry,8680.0,5.0,Rugaardsvej,9200 Aalborg SV,Voergaardvej 2,,Regnskabsklasse B,2018-02-22,2018-04-13,Statsaut. revisor,,,,30700228.0,14451234.0,mne32084,Ãrsrapport,,Henrik Andersen,Per KrÃ¸yer Kristensen,Per KrÃ¸yer Kristensen,Ernst & Young P/S,SUEZ Water A/S,Beierholm,,,,,Ry,2016-01-01,2016-12-31,,,,Ry,2017-12-31,2017-01-01,,2018-02-22,Aarhus,,Formand / Chairman,RevisionspÃ¥tegning,urn:ofk:oid:25346787,indberetninger-20180424,2.5118406,14451234.0,AWLyun_Ox8uVRSOdf7aA,2018-04-23T13:38:57.393Z,2018-04-23T13:38:50.735Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AJ-58-RG,2018-04-23T13:38:50.925Z,,,,,,,,,,,,,,,,,,,,,,,Stephane Cedric Heddesheimer
