entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentLiabilities,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberPnrOfAuditFirm,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermTradePayables,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
33493770,2015-07-01,2016-06-30,c3,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",-2500.0,33493770.0,1000801855.0,45717.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,43217.0,43217.0,-2500.0,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2015-07-01,2016-06-30,c5,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,31567.0,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2015-07-01,2016-06-30,c7,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,11650.0,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2016-06-30,2016-06-30,c9,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,109692.0,0.0,80000.0,0.0,92569.0,109692.0,17123.0,109692.0,109692.0,109692.0,31567.0,-18998.0,17123.0,14623.0,2500.0,,
33493770,2016-07-01,2017-06-30,c0,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",-2500.0,33493770.0,1000801855.0,62385.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,59885.0,59885.0,-2500.0,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2016-07-01,2017-06-30,c1,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,14767134.0,AB REVISION. HEDENSTED ApS (REGISTRERET REVISORANPARTS- SELSKAB)
33493770,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,62385.0,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,-2500.0,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,,,,,,,,,,,,,,,,,
33493770,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzkwLzEzLzlhL2I5LzI3MzYtNGI4Ni04MzA1LThjYTUxYTY0YTE4Ng.xhtml,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzVhL2Y4LzNjLzA3LzMwYTYtNGIyZC05MWMwLTIyZmQ3NjQ0ODhjZg.pdf,http://regnskaber.virk.dk/07739433/ZG9rdW1lbnRsYWdlcjovLzAzLzU4Lzk0L2FlL2I5LzVlMjQtNDk4Ny04OWJhLTI5MmZhZmUyZTQyMw.xml,true,Danmark,DK,Hedensted,8722.0,25.0,Ãsterbrogade,Jelling,7300.0,6.0,LÃ¦rkevej,8722 Hedensted,Ãsterbrogade 25,Til den daglige ledelse i FKR Holding ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2017-08-25,2017-11-28,Registreret revisor medlem af FSR Danske Revisorer,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har afgivet selvskyldnerkaution for TC Hus ApS engagement med Den Jyske Sparekasse.</p>",,33493770.0,1000801855.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Anne Marie Ottesen,Freddy Kristensen,Freddy Kristensen,FKR HOLDING ApS,AB Revision ApS,Jelling,2015-07-01,2016-06-30,,,,2017-06-30,2016-07-01,false,false,2017-08-25,Hedensted,Generalforsamlingen har besluttet at Ã¥rsregnskabet for det kommende regnskabsÃ¥r ikke skal revideres.,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24748063,indberetninger-20180424,2.592641,33493770.0,,2018-03-27T20:41:04.587Z,2017-11-28T12:49:31.730Z,regnskab,0.0,,2017-06-30,2016-07-01,X17-AS-22-HK,2017-11-28T12:49:31.920Z,172077.0,0.0,80000.0,0.0,152454.0,172077.0,19623.0,172077.0,172077.0,172077.0,93952.0,-21498.0,19623.0,17123.0,2500.0,,
