entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,FaxNumberOfReportingEntity,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TelephoneNumberOfReportingEntity,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,DividendPaid
77271112,2016-07-01,2017-06-30,c2,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,6636.0,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,0.0,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,0.0,9789.0,Ballerup,2016-07-01,2017-06-30,2515.0,3153.0,-6636.0,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",638.0,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,,,,,,,,,,,,,
77271112,2016-07-01,2017-06-30,c4,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,103400.0,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,,,,,,,,,,,,,
77271112,2016-07-01,2017-06-30,c6,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,-100885.0,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,,,,,,,,,,,,,
77271112,2017-06-30,2017-06-30,c8,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,791797.0,786858.0,200000.0,791797.0,4800.0,785388.0,791797.0,6409.0,638.0,638.0,5000.0,139.0,103400.0,481988.0,5771.0,4939.0,771.0,
77271112,2017-07-01,2017-07-01,c10,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,481988.0,,,,,,,,,,,,
77271112,2017-07-01,2017-07-01,c11,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,103400.0,,,,,,,,,,,,
77271112,2017-07-01,2017-07-01,c12,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,785388.0,,,,,,,,,,,,
77271112,2017-07-01,2017-07-01,c9,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,200000.0,,,,,,,,,,,,
77271112,2017-07-01,2018-06-30,c0,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,6091.0,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,0.0,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,40.0,4506.0,Ballerup,2016-07-01,2017-06-30,-1625.0,-1625.0,-6091.0,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",0.0,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,,,,,,,,,,,,,103400.0
77271112,2017-07-01,2018-06-30,c1,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzY1LzQ0L2NmL2UzNTgtNDA5NC05NDk0LTcxNDcyMmQ1MmM5NQ.xhtml,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2UwL2E3LzcyL2EwZWEtNDg1OS05OTM4LTBlYWViOTQxZWY4ZA.pdf,http://regnskaber.virk.dk/21117277/ZG9rdW1lbnRsYWdlcjovLzAzL2UzLzFjLzMzLzdjLzVkYzYtNGFlYy05MjgxLTM5MjVhZGNjNWQ1MQ.xml,true,Ballerup,2750.0,7.0,NysÃ¸vang,2880 BagsvÃ¦rd,Stenten 12,,"Regnskabsklasse B, mikrovirksomhed",2018-07-16,2018-07-23,44657129.0,,77271112.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B, mikrovirksomhed.",Ãrsrapport,Ivan Dueholm,Ivan Dueholm,IVAN K'S VÃRKTÃJ ApS,Ole Wanting,,,Ballerup,2016-07-01,2017-06-30,,,,2018-06-30,2017-07-01,false,false,"Direktionen anser fortsat, at betingelserne for at fravÃ¦lge revision er opfyldt.",,44657620.0,false,Ingen bistand,urn:ofk:oid:26000219,indberetninger-20180424,2.5952501,77271112.0,AWTGu_YaKQjPMJ1HuN6P,2018-07-23T10:43:37.700Z,2018-07-23T10:42:43.265Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-AT-61-PQ,2018-07-23T10:42:43.422Z,,,,,,,,,,,,,,,,,,
