entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmailOfReportingEntity,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TelephoneNumberOfReportingEntity,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
88375319,2016-01-01,2016-12-31,c3,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,427945.0,75924692.0,426642.0,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,-1251.0,-1303.0,-1303.0,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,-52.0,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,,,,,,,,,,,,,
88375319,2016-12-31,2016-12-31,c7,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,313192.0,108584.0,125000.0,313192.0,202707.0,160325.0,313192.0,152867.0,137867.0,0.0,35325.0,152867.0,204608.0,15000.0,1901.0,,,
88375319,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,0.0,,,,,,,,,,,,
88375319,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,160325.0,,,,,,,,,,,,
88375319,2017-01-01,2017-01-01,c8,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,125000.0,,,,,,,,,,,,
88375319,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,35325.0,,,,,,,,,,,,
88375319,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,310600.0,75924692.0,379953.0,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,53939.0,69353.0,69353.0,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,15414.0,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,,,,,,,,,,,0.0,,
88375319,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,,,,,,,,,,,,14119507.0,MP REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB
88375319,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,0.0,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,,,,,,,,,,,0.0,,
88375319,2017-01-01,2017-12-31,c13,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzk1LzYxLzA5LzdiNjQtNGQzYy1iMWMwLTUxZDAwZWE4MmI4MQ.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzk5L2IxLzQzL2JjLzRhOGEtNGEzZS04YThlLTU3MmRmMGMzZjBkYg.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2QzLzBmL2Q1LzhmLzU4MjktNDZmMC05ZDdjLTg4OGFiNjM4ODk1OA.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2018-01-16,2018-01-26,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",ib@funmatic.dk,,75924692.0,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2016-01-01,2016-12-31,53939.0,,,2017-12-31,2017-01-01,true,false,2018-01-16,Fredericia,,75933755.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24988541,indberetninger-20180424,2.5954017999999994,88375319.0,,2018-04-03T16:59:29.563Z,2018-01-26T13:04:58.001Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AB-51-QW,2018-01-26T13:04:58.181Z,,,,,,,,,,,,,,,,,,
