entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorCountry,AddressOfAuditorCountryIdentificationCode,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AuditorsReportsOtherReports,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationNumberPnrOfAuditFirm,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid,IdentificationNumberCvrOfAuditFirm,NameOfAuditFirm
88375319,2017-01-01,2017-12-31,c4,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",310600.0,379953.0,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,53939.0,69353.0,69353.0,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,15414.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,,,,,,,,,,,,,
88375319,2017-12-31,2017-12-31,c8,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,351792.0,155150.0,125000.0,351792.0,187293.0,214264.0,351792.0,137528.0,122528.0,0.0,89264.0,137528.0,196642.0,15000.0,9349.0,,,
88375319,2018-01-01,2018-01-01,c10,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,89264.0,,,,,,,,,,,,
88375319,2018-01-01,2018-01-01,c11,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,0.0,,,,,,,,,,,,
88375319,2018-01-01,2018-01-01,c12,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,214264.0,,,,,,,,,,,,
88375319,2018-01-01,2018-01-01,c9,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,125000.0,,,,,,,,,,,,
88375319,2018-01-01,2018-12-31,c0,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",343250.0,437949.0,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,73829.0,94699.0,94699.0,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,20870.0,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,,,,,,,,,,,0.0,,
88375319,2018-01-01,2018-12-31,c1,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,,,,,,,,,,,,14119507.0,MP REVISION STATSAUTORISERET REVISIONSAKTIESELSKAB
88375319,2018-01-01,2018-12-31,c13,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,118000.0,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,,,,,,,,,,,0.0,,
88375319,2018-01-01,2018-12-31,c14,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzQ5LzczLzVhLzNlMGItNDNkYS1iOWZiLTBiYmQ5NGFkZjQzYg.xhtml,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzEzLzFkLzk0LzBjLzBiMzUtNDQyNS1iMmY3LTI4NzQzM2JmZWY2MQ.pdf,http://regnskaber.virk.dk/91357388/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzU1LzkxL2I2L2FhNDEtNDIxMi04MDA0LTlkOTMzODdiZWY0MQ.xml,true,Danmark,DK,Fredericia,7000.0,27B,Lumbyesvej,KÃ¸benhavn K,1092.0,2-12,Holmens Kanal,Fredericia,7000.0,5.0,HannerupvÃ¦nget,7000 Fredericia,Lumbyesvej 27B,Til den daglige ledelse i Fun Matic ApS,Revisors erklÃ¦ring om opstilling af finansielle oplysninger,Regnskabsklasse B,2019-01-15,2019-01-17,statsautoriseret revisor,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",,,88375319.0,mne9642,1000683332.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,M. Petersen,Ib Ãstergaard,Ib Ãstergaard,Danske Bank,Fun Matic ApS,MP REVISION Statsautoriseret Revisionsaktieselskab,Fredericia,2017-01-01,2017-12-31,-44171.0,,,2018-12-31,2018-01-01,true,false,2019-01-15,Fredericia,,false,false,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:26577521,indberetninger-20180424,2.5949402000000004,88375319.0,AWhf1WaSet7j816DxzRV,2019-01-18T07:21:27.615Z,2019-01-18T07:20:46.785Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AE-07-UA,2019-01-18T07:20:46.979Z,,,,,,,,,,,,,,,,,,
