entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,Goodwill,IntangibleAssets,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherReserves,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,DividendPaid
32081568,2015-01-01,2015-12-31,c2,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,5822.0,0.0,55393.0,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,-8.0,0.0,Gadstrup,2015-01-01,2015-12-31,35775.0,49579.0,49571.0,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",13804.0,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081568,2015-01-01,2015-12-31,c4,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,0.0,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081568,2015-01-01,2015-12-31,c6,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,35775.0,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
32081568,2015-12-31,2015-12-31,c8,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,101748.0,10996.0,125000.0,68945.0,39010.0,0.0,23100.0,1067.0,0.0,0.0,9703.0,101748.0,100681.0,23100.0,32803.0,43652.0,18893.0,0.0,9703.0,0.0,-167585.0,100681.0,77339.0,57949.0,4449.0,18939.0,
32081568,2016-01-01,2016-01-01,c10,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,43652.0,,,,,,,,,,,,,,,,,,,
32081568,2016-01-01,2016-01-01,c11,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,-167585.0,,,,,,,,,,,,,,,,,,,
32081568,2016-01-01,2016-01-01,c12,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
32081568,2016-01-01,2016-01-01,c13,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,1067.0,,,,,,,,,,,,,,,,,,,
32081568,2016-01-01,2016-01-01,c9,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,,,,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,,,Gadstrup,2015-01-01,2015-12-31,,,,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,125000.0,,,,,,,,,,,,,,,,,,,
32081568,2016-01-01,2016-12-31,c0,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2I3LzM3LzY0LzdjL2Q4NTQtNGJmNS04NzM1LWQ5OTg4M2QyY2JmYg.xhtml,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzLzgzLzFlLzlkLzY5L2U3ZjItNDQ3MC04ZThiLTM3NDE1MmE0MjJkZA.pdf,http://regnskaber.virk.dk/86518023/ZG9rdW1lbnRsYWdlcjovLzAzL2MzLzI4LzZjLzA0LzFmZWUtNGYxOC05N2QzLTI3ZjRhMjkxYTY1MQ.xml,true,Gadstrup,4621.0,1.0,Erhvervsparken,2670 Greve,Korskildeeng 5,Regnskabsklasse B,2017-05-20,2017-05-20,5822.0,0.0,33910.0,32081568.0,"Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.<br xmlns=""http://www.w3.org/1999/xhtml""/>Der er foretaget tilvalg af enkelte regler i regnskabsklasse C.<br xmlns=""http://www.w3.org/1999/xhtml""/>",Ãrsrapport,Lawrence White,Lawrence White,ENGLISH SUPPORT ApS,DP REGNSKAB ApS,0.0,69.0,Gadstrup,2015-01-01,2015-12-31,19472.0,28157.0,28088.0,2016-12-31,2016-01-01,true,false,"Med henvisning til Ãrsregnskabslovens Â§10a, skal det oplyses, at generalforsamlingen fravÃ¦lger revision for det kommende regnskabsÃ¥r.",8685.0,false,false,Ingen bistand,urn:ofk:oid:23958536,indberetninger-20180424,2.5949414,32081568.0,,2018-03-28T09:37:42.175Z,2017-05-28T14:38:48.202Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AJ-66-KW,2017-05-28T14:38:48.369Z,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
