entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AuditorsReportOnFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermPayablesToShareholdersAndManagement,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
35818820,2014-04-01,2014-12-31,ID_11,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,-59118.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2014-04-01,2014-12-31,ID_5,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,59118.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,-7794.0,65972.0,7794.0,58178.0,-940.0,,,,,,,,,,,,,,,,,,,,
35818820,2014-04-01,2014-12-31,ID_7,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,-65972.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2014-04-01,2014-12-31,ID_9,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,6854.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2014-12-31,2014-12-31,ID_13,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,113118.0,4176.0,50000.0,5116.0,940.0,109118.0,113118.0,4000.0,108002.0,108002.0,0.0,0.0,108002.0,4000.0,0.0,65972.0,-6854.0,4000.0,940.0,
35818820,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,-58811.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2015-01-01,2015-12-31,ID_14,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2Y4LzMyL2YwLzk2Lzk0ZjEtNDM5Ny04MjgzLTVmYTAwZGUyZDA4ZQ.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzM1L2FhLzA5LzdlYzMtNDAxNC05NTA5LTQ3NDhiMDUwNjhhNw.xml,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i MAPAGU HOLDING ApS,PÃ¥tegning pÃ¥ Ã¥rsregnskabet,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015.",2016-01-28,2016-02-03,35818820.0,27619096.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015 for MAPAGU HOLDING ApS.,"Vi har revideret Ã¥rsregnskabet for MAPAGU HOLDING ApS for regnskabsÃ¥ret 1. januar 2015 - 31. december 2015, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Jensen,MAPAGU HOLDING ApS,"Revisionsfirmaet Jan Christiansen, Statsautoriseret Revisionsanpartsselskab","Bjert, den 28. januar 2016",2014-04-01,2014-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-01-28,Bogense,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:21983882,indberetninger-20180424,2.511692,35818820.0,,2018-03-28T19:53:29.244Z,2016-02-12T12:35:52.679Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AQ-19-WH,2016-02-12T12:35:52.813Z,,,,,,,,,,,,,,,,,,,,,,,,,
