entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
35818820,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,-115265.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2016-01-01,2016-12-31,ID_7,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,106529.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,-11200.0,115265.0,0.0,104065.0,-2464.0,,,,,,,,,,,,,,,,,,,,,,,
35818820,2016-01-01,2016-12-31,ID_8,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,8736.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2016-12-31,2016-12-31,ID_6,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,420077.0,1825.0,50000.0,9803.0,4228.0,274458.0,420077.0,145619.0,410274.0,247921.0,162353.0,410274.0,90419.0,3750.0,0.0,243244.0,-18786.0,145619.0,55200.0,7978.0,0.0,0.0,
35818820,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,224321.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,-6967.0,229712.0,56.0,222801.0,-1520.0,,,,,,,,,,,,,,,,,,,,,,,
35818820,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,-150197.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,-21224.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35818820,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzBhLzM5LzgwLzA3YTEtNGZmNS1iYWU0LWUyYmZkOTIxMTFkNg.pdf,http://regnskaber.virk.dk/02881853/ZG9rdW1lbnRsYWdlcjovLzAzL2E3L2I4LzcxLzRlLzA4ZWItNDcxYi1hYTBjLTBjODI1NGYwOGE5ZQ.xml,true,"5400, Bogense",Vestre Engvej 3,Til den daglige ledelse i MAPAGU Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-22,2018-03-22,2018-03-23,27619096.0,35818820.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for MAPAGU Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Martin Jezewski Jensen,Kreston JC,MAPAGU Holding ApS,"Kreston JC , Statsautoriseret Revisionsanpartsselskab",Bjert,2016-01-01,2016-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-22,Bogense,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25297379,indberetninger-20180424,2.5097342,35818820.0,AWK5oj5qx8uVRSOdfo96,2018-04-12T11:34:16.834Z,2018-04-12T11:33:57.701Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-74-UL,2018-04-12T11:33:57.869Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,
