entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AdministrativeExpenses,ClassOfReportingEntity,DateOfApprovalOfReport,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,RetainedEarnings,ShorttermReceivables,NameAndSurnameOfMemberOfExecutiveBoard
21630489,2015-01-01,2015-12-31,ctx17,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,-8000.0,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,7000.0,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-1000.0,-1000.0,-8000.0,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,0.0,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2015-01-01,2015-12-31,ctx19,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-14.0,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2015-01-01,2015-12-31,ctx21,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-14.0,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2015-12-31,2015-12-31,ctx23,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,111.0,125.0,111.0,111.0,111.0,-14.0,111.0,
21630489,2016-01-01,2016-12-31,ctx13,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2016-01-01,2016-12-31,ctx14,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,-7348.0,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,7332.0,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-16.0,-16.0,-7348.0,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,0.0,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2016-01-01,2016-12-31,ctx15,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,Carl Christian Lindgren
21630489,2016-01-01,2016-12-31,ctx16,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,Carl Christian Lindgren
21630489,2016-01-01,2016-12-31,ctx18,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-13858.0,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
21630489,2016-01-01,2016-12-31,ctx20,,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzLzA4LzUyL2I3L2I0L2NjOWMtNGY4Ny1hMTI1LTczNjNlOTYyYjg2Yw.pdf,http://regnskaber.virk.dk/98403612/ZG9rdW1lbnRsYWdlcjovLzAzL2EyL2YwL2QzLzJhLzYyZWMtNGMyYy05OTU1LTc1MDQ0NjkzNTI4OQ.xml,2670 Greve,Ole Larsensvej 1,,Regnskabsklasse B,2017-03-06,2017-03-06,21630489.0,33883889.0,Ãrsrapport,SÃ¸ren Tillegreen,"Ãboulevard 56-58, 1999 ApS",XBRL TakeOff ApS,,"Kgs. Lyngby, den 20. februar 2017",2015-01-01,2016-12-31,-13858.0,,,Hjemsted: Lyngby-TaarbÃ¦k,2016-12-31,2016-01-01,,Ingen bistand,urn:ofk:oid:23754706,indberetninger-20180424,2.5124327999999996,21630489.0,,2018-03-27T15:43:41.401Z,2017-04-24T13:35:56.705Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AG-74-FN,2017-04-24T13:35:57.149Z,,,,,,,,
