entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossResult,IncomeFromOtherLongtermInvestmentsAndReceivables,InterestExpenseAssignedToGroupEnterprises,OtherExternalExpenses,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Dividend,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,DateOfApprovalOfAnnualReport,PlaceOfSignatureOfStatement
34622396,2012-07-25,2012-07-25,c476,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,80000.0,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2012-07-25,c494,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,0.0,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2013-04-30,c109,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2013-04-30,c123,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,-76834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2013-04-30,c3,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,-76834.0,22055.0,0.0,-47418.0,0.0,7361.0,47418.0,7361.0,-76834.0,-69473.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2013-04-30,c495,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,-76834.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2012-07-25,2013-04-30,c498,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,
34622396,2013-04-30,2013-04-30,c4,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,3166.0,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,,273027.0,16502.0,80000.0,16502.0,181525.0,273027.0,269861.0,250000.0,75000.0,250000.0,256525.0,75000.0,181525.0,0.0,-76834.0,19861.0,7361.0,0.0,12500.0,,,,
34622396,2013-04-30,2013-04-30,c472,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,80000.0,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34622396,2013-04-30,2013-04-30,c496,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8vcGRmcy8zNDYyMjM5NjtBcFM1MTU2NTA7MjAxMzA1MDE7MjAxNDA0MzA7UjtS.pdf,http://regnskaber.virk.dk/69322643/Y3ZyLmRrOi8veGJybHMvWC0wRDk4QzE5RC0yMDE0MTAxN18xMDMwMDhfMzEy.xml,Karlslunde,2690.0,33.0,Tofteholm,"2000, Frederiksberg","Dirch Passers AllÃ©, 76",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. april 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. maj 2013 - 30. april 2014.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2013/14 for opfyldt.,2014-09-30,2012-07-25,2014-09-30,40716.0,-76834.0,34622396.0,29442798.0,Direktionen har dags dato aflagt Ã¥rsrapporten for 2013/14 for Patent 007 ApS.,Ãrsrapporten for Patent 007 ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,Henrik Brieghel,Henrik Brieghel,Patent 007 ApS,"Redmark, Statsautoriseret Revisionspartnerselskab",Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Greve,2014-04-30,2013-05-01,2014-09-30,KÃ¸benhavn,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:14728437,indberetninger-20180424,2.5122755,34622396.0,,2018-03-31T18:39:09.081Z,2014-10-17T22:00:00.000Z,regnskab,0.0,,2014-04-30,2013-05-01,14-228.442,2014-10-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
