entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccumulatedRevaluationsOfInvestments,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,RelatedEntityName,ReportingPeriodEndDate,ReportingPeriodStartDate,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,DividendIncomeRelatedToInvestments,ProfitLossRelatedToInvestments,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprises,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,Dividend,DividendPaid,LongtermInvestmentsAndReceivables,Assets,ContributedCapital,CurrentAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables
31940591,2016-01-01,2016-01-01,c176,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,31891.0,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,128750.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-01-01,c735,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,31891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,-27464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-01-01,c744,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,50600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,-53144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-12-31,c178,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,,-67000.0,120560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,118016.0,,,-2500.0,120560.0,317.0,1320.0,1003.0,116740.0,-2500.0,-1276.0,,,,,,,,,,,,,,,,,,,,
31940591,2016-01-01,2016-12-31,c475,,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzL2VmL2M2LzQzLzUwLzVjOTktNGJhZC05MWQ1LTJkMDAzZGRlNWEwNg.pdf,http://regnskaber.virk.dk/19504913/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2U5L2JhLzlhL2EwNzUtNGY3NS04N2M3LTQ3NjJiZjBmZDU1Yw.xml,,Danmark,Hadsund,9560.0,8.0,Ringvejen,Hadsund,9560.0,3.0,HÃ¸jmarken,"9560, Hadsund","Ringvejen, 8",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-01-22,2018-01-22,2009-01-05,2018-01-22,statsautoriseret revisor,hadsund@kvistjensen.dk,36717785.0,31940591.0,36717785.0,mne31397,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for Pernille Holding ApS.,Ãrsrapporten for Pernille Holding ApS er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for en klasse B-virksomhed.,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Anders Flensted Nielsen,Pernille Carina Kvist,Pernille Carina Kvist,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Pernille Holding ApS,"Kvist & Jensen, Statsautoriseret Revisionspartnerselskab",Hadsund,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Mariagerfjord,Ergoment ApS,2017-12-31,2017-01-01,100.0,2018-01-22,Hadsund,98 58 16 22,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25011458,indberetninger-20180424,2.5124316,31940591.0,,2018-04-03T18:02:28.852Z,2018-02-02T13:08:26.636Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AC-77-FA,2018-02-02T13:08:26.830Z,,120560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
