entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossProfitLoss,IncomeFromInvestmentsInAssociates,OtherFinanceExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables
34077355,2017-01-01,2017-12-31,c106,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,-218521.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,-326482.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,-8070.0,-313935.0,4477.0,-326482.0,-8070.0,,,,,,,,,,,,
34077355,2017-01-01,2017-12-31,c459,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,-107961.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2017-12-31,2017-12-31,c4,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,0.0,0.0,80000.0,0.0,-138521.0,0.0,138521.0,131871.0,0.0,-218521.0,138521.0,6650.0
34077355,2018-01-01,2018-12-31,c1,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,447070.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,-7356.0,460000.0,5574.0,447070.0,-7356.0,,,,,,,,,,,,
34077355,2018-01-01,2018-12-31,c105,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,100000.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2018-01-01,2018-12-31,c111,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,0.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2018-01-01,2018-12-31,c119,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,347070.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
34077355,2018-01-01,2018-12-31,c70,,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzY2LzEzL2RkLzcwLzJiZGYtNDRhMy1hNmQxLTdiYzhhMDVkMjk0Ng.pdf,http://regnskaber.virk.dk/55377043/ZG9rdW1lbnRsYWdlcjovLzAzLzI0LzE4LzI0LzJhLzQ4MjgtNGUzZC1iYTc2LTkxMGEyZWNjY2JlZg.xml,Danmark,SÃ¸nderborg,6400.0,28.0,Jyllandsgade,SÃ¸nderborg,6400.0,A,Kongevej 72,"6400, SÃ¸nderborg","Jyllandsgade, 28",kapitalejeren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-01-28,2019-01-28,2011-12-07,2019-01-29,Statsaut. revisor,Egenkapital,Andre eksterne omkostninger omfatter omkostninger til administration.,18061635.0,34077355.0,18061635.0,mne18615,Direktionen har dags dato aflagt Ã¥rsrapporten for 2018 for Visgaard & Larsen Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Flemming Smidt Jensen,Finn Visgaard Nielsen,Finn Visgaard Nielsen,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",Visgaard & Larsen Holding ApS,"SÃ¸nderjyllands Revision, Statsautoriseret revisionsaktieselskab",SÃ¸nderborg,2017-01-01,2017-12-31,,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,SÃ¸nderborg,2018-12-31,2018-01-01,2019-01-28,SÃ¸nderborg,RevisionspÃ¥tegning,urn:ofk:oid:26610866,indberetninger-20180424,2.5124316,34077355.0,AWiY0Idget7j816D33HQ,2019-01-29T08:54:25.039Z,2019-01-29T08:53:46.872Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AG-95-ZA,2019-01-29T08:53:48.264Z,,,,,,,,,,,,,,,,,
