entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetName,AddressOfLawFirmDistrictName,AddressOfLawFirmPostCodeIdentifier,AddressOfLawFirmStreetBuildingIdentifier,AddressOfLawFirmStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DisposalsOfPropertyPlantAndEquipment,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,ImpairmentLossesAndDepreciationOfDisposedPropertyPlantAndEquipment,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfSupervisoryBoard,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermReceivables,PlantAndMachinery,PrepaymentsForGoods,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,TypeOfAuditorAssistance,NameAndSurnameOfMemberOfSupervisoryBoard
32267556,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,15574.0,2911.0,Statsautoriseret revisor,530160.0,-40284.0,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,28384.0,Farum,2017-01-01,2017-12-31,-84242.0,-84242.0,-55858.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,0.0,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,,,
32267556,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,-84242.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,,,
32267556,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,84403.0,23087.0,700000.0,-1197262.0,39830.0,84403.0,1281665.0,0.0,18011.0,0.0,39830.0,0.0,-1897262.0,326004.0,1281665.0,857888.0,21486.0,3475.0,,,,,
32267556,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,700000.0,,,,,,,,,,,,,,,,,,,
32267556,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,-1897262.0,,,,,,,,,,,,,,,,,,,
32267556,2018-01-01,2018-01-01,c531,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,576920.0,576920.0,,,
32267556,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,2.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,2911.0,2911.0,Statsautoriseret revisor,530160.0,-14752.0,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,29671.0,Farum,2017-01-01,2017-12-31,-47334.0,-47334.0,-17663.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,0.0,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
32267556,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,-47334.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,,,
32267556,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,-47334.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,,,
32267556,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzhiLzg2L2QyLzY2LzA1Y2MtNGQ3Yi05M2U2LTE0MzllMjhjMjRlNg.pdf,http://regnskaber.virk.dk/65576223/ZG9rdW1lbnRsYWdlcjovLzAzLzNhL2Q3L2QzLzg5LzJlYjYtNDFhZS1hYmIyLTg5YjBkNjBlNzA2ZA.xml,true,43663.0,KÃ¸benhavn V,1561.0,29.0,Havneholmen,Randers C,8900.0,Ãstervold 16,KÃ¸benhavn S,2300.0,19.0,Njalsgade,3520 Farum,Egebakken 18,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i BBLAB A/S,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Bestyrelsen og direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-05-27,2009-06-19,2019-05-27,,2911.0,Statsautoriseret revisor,530160.0,,20222670.0,32267556.0,20222670.0,mne34294,Bestyrelsen og direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for BBLAB A/S.,530160.0,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Martin Dahl Jensen,Flemming Bie,Elsebeth Bie TÃ¼xen,Spar Nord,IUNO,BBLAB A/S,BDO Statsautoriseret revisionsaktieselskab,,Farum,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,true,2019-05-27,KÃ¸benhavn,,Formand,urn:ofk:oid:27455768,indberetninger-20180424,2.5124211,32267556.0,AWtBH4P_RYGX6_YTInIF,2019-06-10T11:22:38.822Z,2019-06-10T11:21:52.472Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BM-01-YT,2019-06-10T11:21:52.628Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
