entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28685335,2012-01-01,2012-12-31,ID_11,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2012-01-01,2012-12-31,ID_13,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-1652577.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2012-01-01,2012-12-31,ID_15,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-1752577.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2012-01-01,2012-12-31,ID_9,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",1752577.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,0.0,320000.0,-52037.0,-515801.0,1239606.0,3882599.0,1755155.0,-372037.0,2578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2012-12-31,2012-12-31,ID_17,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,21167995.0,1089754.0,125000.0,20316552.0,17589870.0,0.0,21167995.0,2124225.0,851443.0,110739.0,740704.0,0.0,0.0,0.0,851443.0,818614.0,13512194.0,15157.0,917950.0,0.0,100000.0,1453900.0,635286.0,17364870.0,2009648.0,13512194.0,2124225.0,0.0,86920.0,0.0,5714604.0,3791645.0,1005009.0,12500.0,
28685335,2013-01-01,2013-12-31,ID_0,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2013-01-01,2013-12-31,ID_1,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2013-01-01,2013-12-31,ID_10,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-100000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2013-01-01,2013-12-31,ID_12,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-4270656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2013-01-01,2013-12-31,ID_14,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8vcGRmcy8yODY4NTMzNTtBcFMzNDc0MzU7MjAxMzAxMDE7MjAxMzEyMzE7UjtS.pdf,http://regnskaber.virk.dk/53358682/Y3ZyLmRrOi8veGJybHMvWC1FMkQzQkRBRS0yMDE0MDcxN18xOTAyMTdfODI1.xml,"9200, Aalborg SV",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2013 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2013 - 31-12-2013.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2005-04-19,2014-07-15,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2013 - 31-12-2013 for CENATH HOLDING APS.,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,"Aalborg, den 15-07-2014",-4370656.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2013-12-31,2013-01-01,2014-07-15,Aalborg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:16655342,indberetninger-20180424,2.509518,28685335.0,,2018-03-31T18:39:33.863Z,2014-07-17T22:00:00.000Z,regnskab,0.0,,2013-12-31,2013-01-01,14-76.577,2014-07-17T22:00:00.000Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
