entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermReceivablesFromGroupEnterprises,NoncurrentAssets,OtherProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForInvestmentsInGroupEnterprises,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
28685335,2014-01-01,2014-12-31,ID_10,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,131928.0,1050000.0,-236630.0,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,-95324.0,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,246532.0,2325667.0,192842.0,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,593484.0,758095.0,-1418558.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,164611.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2014-01-01,2014-12-31,ID_12,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-100000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2014-01-01,2014-12-31,ID_14,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-493484.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2014-01-01,2014-12-31,ID_16,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-593484.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2014-12-31,2014-12-31,ID_18,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,26922013.0,1078540.0,125000.0,21419086.0,22354010.0,2842377.0,26922013.0,3968003.0,2660550.0,953450.0,1452100.0,1739922.0,1739922.0,255000.0,5502927.0,600000.0,15835653.0,0.0,1009120.0,2842377.0,100000.0,600000.0,0.0,22129010.0,2177541.0,15835653.0,2228081.0,25000.0,13040.0,4504893.0,2476807.0,942168.0,0.0,76798.0,12500.0,
28685335,2015-01-01,2015-12-31,ID_0,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2015-01-01,2015-12-31,ID_1,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-101200.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-3762187.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28685335,2015-01-01,2015-12-31,ID_15,,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzLzc3LzVjLzViL2RjLzcxOGYtNDczZC1hMGQwLWU5YmY0Zjk0ZjA3ZQ.pdf,http://regnskaber.virk.dk/53358682/ZG9rdW1lbnRsYWdlcjovLzAzL2I5L2E1LzA5LzUwL2JmYmYtNDI2Ni05YzhkLTRjM2VhNDA5NDRlMQ.xml,"Aalborg SV, 9200",Vandmanden 10A,Til den daglige ledelse i CENATH HOLDING APS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2015 - 31-12-2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-07-08,2005-04-19,2016-07-08,,,,28685335.0,33357966.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2015 - 31-12-2015 for CENATH HOLDING APS.,,Ãrsrapport,Peter Balling,Nykredit Bank A/S,CENATH HOLDING APS,Attiri Statsautoriseret Revisionsaktieselskab,,,,"Aalborg, den 08-07-2016",2014-01-01,2014-12-31,-3863387.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-12-31,2015-01-01,2016-07-08,Aalborg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22836416,indberetninger-20180424,2.5122635,28685335.0,,2018-03-28T16:28:50.124Z,2016-07-12T10:03:41.452Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-BB-41-HH,2016-07-12T10:03:41.847Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
