entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfUncertaintiesRelatingToGoingConcern,IdentificationNumberCvrOfReportingEntity,IncomeFromInvestmentsInAssociates,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ContributionFromGroup
28855184,2016-01-01,2016-12-31,c2,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,-23605.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,106800.0,VallensbÃ¦k Strand,2016-01-01,2016-12-31,-106909.0,-130405.0,2017-12-31,2017-01-01,false,false,-23496.0,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,
28855184,2016-01-01,2016-12-31,c4,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,-386105.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,
28855184,2016-01-01,2016-12-31,c6,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,279196.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,
28855184,2016-12-31,2016-12-31,c8,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,375000.0,125000.0,375000.0,-3267801.0,375000.0,3642801.0,0.0,0.0,0.0,3642801.0,-3392801.0,3642801.0,375000.0,375000.0,
28855184,2017-01-01,2017-01-01,c10,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,-3392801.0,,,,,,,,,,,
28855184,2017-01-01,2017-01-01,c11,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,-3267801.0,,,,,,,,,,,
28855184,2017-01-01,2017-01-01,c9,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,125000.0,,,,,,,,,,,
28855184,2017-01-01,2017-12-31,c0,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,-36889.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,107760.0,VallensbÃ¦k Strand,2016-01-01,2016-12-31,-120726.0,-144649.0,2017-12-31,2017-01-01,false,false,-23923.0,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,107760.0
28855184,2017-01-01,2017-12-31,c1,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,
28855184,2017-01-01,2017-12-31,c12,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2QyLzI5LzRkLzVhLzJkZTAtNDk5YS04MDAyLTY5M2Y5ZDBkNGY1MQ.xhtml,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2NjL2E2LzA1LzhlLzJlOWMtNDI1My1iODg0LTllZGQ4ZDM4NDQwZA.pdf,http://regnskaber.virk.dk/48155882/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzVmL2E5Lzc5LzljMGMtNDQ2ZS1hMGI1LTIzZTE5ZjFhMzg3Yw.xml,true,VallensbÃ¦k Strand,2665.0,10.0,Hyttekrogen,2665 VallensbÃ¦k Strand,Hyttekrogen 10,Regnskabsklasse B,2018-06-10,2018-06-10,"<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabet har tabt egenkapitalen. Selskabets likviditet er sikret ved lÃ¥n, der trÃ¦der tilbagefor andre kreditorer, hvorfor regnskabet er aflagt som going concern.</p>",28855184.0,,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Hans Olsen,Hans Olsen,INHAND ApS,Hans Olsen,,VallensbÃ¦k Strand,2016-01-01,2016-12-31,-120726.0,,2017-12-31,2017-01-01,false,false,,false,false,Ingen bistand,urn:ofk:oid:25772343,indberetninger-20180424,2.5955422,28855184.0,AWPqE2wD0wkEsASktmHH,2018-06-10T14:22:29.835Z,2018-06-10T14:22:08.390Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-97-FT,2018-06-10T14:22:08.683Z,,,,,,,,,,,,,,,107760.0
