entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendPaid,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermInvestments,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
36467363,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",-6754.0,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,-9457.0,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,3122950.0,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,353339.0,Aarhus,2016-01-01,2016-12-31,2766908.0,2760154.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,-6754.0,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
36467363,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,500000.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
36467363,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,2266908.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
36467363,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,26308863.0,208799.0,50000.0,12581119.0,26308863.0,13727744.0,12390975.0,25195624.0,12390975.0,25195624.0,25195624.0,897686.0,0.0,500000.0,12031119.0,1018019.0,897686.0,1336769.0,300000.0,6754.0,0.0,6754.0,18750.0,,,,
36467363,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,50000.0,,,,,,,,,,,,,,,,,,,,,,,
36467363,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,12031119.0,,,,,,,,,,,,,,,,,,,,,,,
36467363,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,500000.0,,,,,,,,,,,,,,,,,,,,,,,
36467363,2017-01-01,2017-01-01,c570,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,5195624.0,20000000.0,,
36467363,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",-8779.0,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,-15276.0,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,9635926.0,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,386189.0,Aarhus,2016-01-01,2016-12-31,9243240.0,9234461.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,-8779.0,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
36467363,2017-01-01,2017-12-31,c176,,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzYxL2FlL2Y2L2Y5Lzk4M2EtNGI4ZS1hMDA2LTQyOWJiZTljZmU5Zg.pdf,http://regnskaber.virk.dk/36376463/ZG9rdW1lbnRsYWdlcjovLzAzLzVlL2M4Lzk0L2FhL2Q3YjItNDEwYS1hZDk2LTFkNzk4OTNmYzU0Ng.xml,true,Aarhus C,8000.0,29.0,Kystvejen,Aarhus C,8000.0,12.0,Store Torv,8240 Risskov,Skolevangs AllÃ© 61,DK-8000 Aarhus C,Kystvejen 29,Til kapitalejerne i Acema Invest ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-05-19,2014-12-15,2018-05-19,Statsautoriseret revisor,-500000.0,,20222670.0,36467363.0,20222670.0,mne32168,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for Acema Invest ApS.,,Ãrsrapport,4400000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper L. Christensen,Anders Marcus,Anders Marcus,Sydbank,Acema Invest ApS,BDO Statsautoriseret revisionsaktieselskab,,Aarhus,2016-01-01,2016-12-31,0.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aarhus,2017-12-31,2017-01-01,8362376.0,true,2018-05-19,Aarhus,,urn:ofk:oid:25527324,indberetninger-20180424,2.5097342,36467363.0,AWORgXRSx8uVRSOdgyIC,2018-05-24T09:37:11.234Z,2018-05-24T09:36:08.860Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AM-42-HJ,2018-05-24T09:36:09.121Z,,,,,,,,,,,,,,,,,,,,,,,,,,,
