entity,start_date,end_date,context,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
20922842,2014-01-01,2014-12-31,ID_0,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_1,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_10,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_2,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,Birgitte  Lindh,DirektÃ¸r
20922842,2014-01-01,2014-12-31,ID_3,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,JÃ¸rgen Lindh,DirektÃ¸r
20922842,2014-01-01,2014-12-31,ID_4,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_5,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_6,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_7,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
20922842,2014-01-01,2014-12-31,ID_8,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8vcGRmcy8yMDkyMjg0MjtBcFMyNDUwODY7MjAxNDAxMDE7MjAxNDEyMzE7UjtS.pdf,http://regnskaber.virk.dk/24822902/Y3ZyLmRrOi8veGJybHMvWC0wNkUwNjhCNi0yMDE1MDIxNl8xMjQ1NTFfMDU2.xml,"Taastrup, 2630",", Dorphs Alle 10",0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2014 - 31-12-2014.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2015-02-05,2015-02-05,0.0,20922842.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2014 - 31-12-2014 for Lindh Holding ApS.,Ãrsrapport,0.0,Begitte Lindh,Danske Bank Private Banking,Lindh Holding ApS,"Revisionsfirmaet , Flemming BÃ¸lling Johansen",0.0,2014-12-31,2014-01-01,2015-02-05,Taastrup,Ingen bistand,urn:ofk:oid:13507215,indberetninger-20180424,2.5117297,20922842.0,,2018-03-30T11:27:48.237Z,2015-02-16T23:00:00.000Z,regnskab,0.0,,2014-12-31,2014-01-01,15-19.060,2015-02-16T23:00:00.000Z,,
