entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,CostOfSales,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,OtherShorttermReceivables,RetainedEarnings,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxReceivables
25591763,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,1070891.0,2016-04-29,2016-04-29,-13511.0,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,10000.0,514.0,5319.0,Middelfart,2014-01-01,2014-12-31,-5758.0,-7678.0,-13511.0,2015-12-31,2015-01-01,1067380.0,false,false,-1920.0,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
25591763,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,-5758.0,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
25591763,2014-12-31,2014-12-31,c6,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,101899.0,80000.0,101899.0,101899.0,101899.0,2500.0,21899.0,101899.0,97479.0,1920.0
25591763,2015-01-01,2015-01-01,c7,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,80000.0,,,,,,
25591763,2015-01-01,2015-01-01,c8,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,21899.0,,,,,,
25591763,2015-01-01,2015-01-01,c9,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,101899.0,,,,,,
25591763,2015-01-01,2015-12-31,c0,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,289847.0,2016-04-29,2016-04-29,-9932.0,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,9999.0,514.0,4658.0,Middelfart,2014-01-01,2014-12-31,-4064.0,-5274.0,-9932.0,2015-12-31,2015-01-01,289914.0,false,false,-1210.0,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
25591763,2015-01-01,2015-12-31,c1,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
25591763,2015-01-01,2015-12-31,c10,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,-4064.0,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
25591763,2015-01-01,2015-12-31,c3,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzQ0LzEyLzQyL2NjL2MwMWYtNDc5ZS1hMTk4LTQ3Zjk1MjJjYTBjNQ.xhtml,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzLzhlLzhiLzJhLzhjLzIxNGUtNDlkNy1iZmMwLWJmZTIwMjUyNTUyNQ.pdf,http://regnskaber.virk.dk/36719552/ZG9rdW1lbnRsYWdlcjovLzAzL2RhLzkzL2I4LzIyL2Y2ZjktNGRmMy05ODhhLTc3Nzk0NGQzZTJiOA.xml,true,Middelfart,5500.0,106.0,TeglgÃ¥rdsparken,5500  Middelfart,TeglgÃ¥rdsparken 106,Regnskabsklasse B,,2016-04-29,2016-04-29,,25591763.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Flemming Ib Windfeld,Flemming Ib Windfeld,F. UHRENHOLT CENTRAL SALES ApS,Frank JÃ¸rgensen,,514.0,,Middelfart,2014-01-01,2014-12-31,-4064.0,,,2015-12-31,2015-01-01,,false,false,,false,false,Ingen bistand,urn:ofk:oid:22354727,indberetninger-20180424,2.5949414,25591763.0,,2018-03-28T19:18:08.507Z,2016-05-12T14:09:46.058Z,regnskab,0.0,,2015-12-31,2015-01-01,X16-AU-81-SY,2016-05-12T14:09:46.221Z,,,,,,,,,,
