entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GrossResult,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivablesFromGroupEnterprises,NameAndSurnameOfMemberOfExecutiveBoard
34731055,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,-118571.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34731055,2015-01-01,2015-12-31,ID_12,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,123043.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34731055,2015-01-01,2015-12-31,ID_6,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,96728.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,-15685.0,118571.0,15685.0,470.0,2823.0,105239.0,-15685.0,8511.0,,,,,,,,,,,,,,,,,,,,,
34731055,2015-01-01,2015-12-31,ID_8,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,-101200.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34731055,2015-12-31,2015-12-31,ID_5,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,429178.0,80000.0,198391.0,282306.0,429178.0,146872.0,230787.0,230787.0,230787.0,9260.0,101200.0,79500.0,21606.0,146872.0,26855.0,198391.0,26266.0,58360.0,110757.0,113765.0,
34731055,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,159908.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,-5546.0,169205.0,5546.0,4830.0,225.0,159054.0,-5546.0,-854.0,,,,,,,,,,,,,,,,,,,,,
34731055,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34731055,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,112698.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34731055,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erik EnemÃ¦rke MÃ¸ller
34731055,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzRmL2ZmLzJmLzJhLzFiMmMtNDdjMC1hZmFkLTdhMzk5NWVkMzliNw.pdf,http://regnskaber.virk.dk/55013743/ZG9rdW1lbnRsYWdlcjovLzAzLzJhL2ViL2U2L2MzL2NkYTctNGM3NC04NGRhLTE0YjFlMjNjMjJkNQ.xml,true,"Horsens, 8700",Erhvervsbyvej 13,Til den daglige ledelse i EEM Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-03-29,2017-03-29,2012-11-01,2017-03-29,36563877.0,34731055.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for EEM Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Erik EnemÃ¦rke MÃ¸ller,LMO Erhvervsrevision,Sydbank,EEM Holding ApS,"LMO Erhvervsrevision, Godkendt Revisionsaktieselskab",Ejstrupholm,2015-01-01,2015-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-03-29,Horsens,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23663085,indberetninger-20180424,2.5097437,34731055.0,,2018-03-28T04:50:10.508Z,2017-03-30T08:04:43.169Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AF-38-VH,2017-03-30T08:04:43.326Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
