entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DisclosureOfContingentAssets,DividendPaid,EmployeeBenefitsExpense,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
31759838,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,-9749.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",0.0,2018-04-03,2008-09-17,2018-04-03,30436.0,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,30000.0,163008.0,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,406788.0,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,178210.0,987.0,0.0,Faaborg,2016-01-01,2016-12-31,341886.0,332137.0,102572.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,-9749.0,62 61 77 95,30000.0,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2016-01-01,2016-12-31,c177,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2016-01-01,2016-12-31,c185,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,306788.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2016-01-01,2016-12-31,c195,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,-16602.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2016-12-31,2016-12-31,c172,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,4237728.0,0.0,125000.0,10380.0,1637049.0,3372945.0,4237728.0,2600679.0,841418.0,841418.0,1952167.0,1882317.0,4214363.0,69850.0,9833.0,12985.0,3372945.0,51700.0,400159.0,1060190.0,398820.0,648512.0,89575.0,126517.0,23365.0,0.0,23767.0,,
31759838,2017-01-01,2017-01-01,c226,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2017-01-01,2017-01-01,c235,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,400159.0,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2017-01-01,2017-01-01,c253,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,1060191.0,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2017-01-01,2017-01-01,c257,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",,2018-04-03,2008-09-17,2018-04-03,,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,,,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Faaborg,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,,62 61 77 95,,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,51700.0,,,,,,,,,,,,,,,,,,,,,,,,
31759838,2017-01-01,2017-12-31,c173,,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzYzL2FhL2IyLzY2L2NlOTYtNDVhNS1hZGU3LWM0NzNkZDQ2MTQyMA.pdf,http://regnskaber.virk.dk/83895713/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzgyLzZkLzJjLzA0YzctNGJiZC04NjdkLTBhMDViODI5NmNmYQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5600 Faaborg,Svendborgvej 69,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i BP Holding Faaborg ApS,10380.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",5060.0,2018-04-03,2008-09-17,2018-04-03,27136.0,Statsautoriseret revisor,"Selskabet har afgivet selvskyldnerkautionserklÃ¦ring (prorata) overfor datterselskabets pengeinstitut. Datterselskabet har afgivet virksomhedspant pÃ¥ nominelt 1.000 tkr. til sikkerhed for egen gÃ¦ld, der pr. 31. december 2017 andrager 0 tkr.",-51700.0,0.0,174491.0,20222670.0,31759838.0,20222670.0,mne27706,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2017 for BP Holding Faaborg ApS.,202722.0,Ãrsrapport,1136000.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Steen Haagensen,Brian Pedersen,Brian Pedersen,BP Holding Faaborg ApS,BDO Statsautoriseret revisionsaktieselskab,104220.0,0.0,290510.0,Faaborg,2016-01-01,2016-12-31,-60093.0,-44653.0,-143155.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg,2017-12-31,2017-01-01,true,2018-04-03,Faaborg,15440.0,62 61 77 95,0.0,urn:ofk:oid:25289321,indberetninger-20180424,2.5124211,31759838.0,AWKzs0Qwx8uVRSOdfmf-,2018-04-11T07:55:39.744Z,2018-04-11T07:54:50.515Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AH-62-AS,2018-04-11T07:54:51.058Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
