entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
31258871,2017-01-01,2017-12-31,ID_10,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2017-01-01,2017-12-31,ID_12,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,-51700.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2017-01-01,2017-12-31,ID_6,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2017-01-01,2017-12-31,ID_7,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,234490.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,0.0,785584.0,1072377.0,28.0,286674.0,286793.0,147.0,52184.0,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2017-01-01,2017-12-31,ID_8,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,-182790.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2017-12-31,2017-12-31,ID_4,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,370354.0,53542.0,125000.0,352704.0,17650.0,178036.0,0.0,370354.0,192318.0,17650.0,17650.0,171933.0,2916.0,0.0,0.0,0.0,0.0,53036.0,192318.0,0.0,385.0,299162.0,28017.0,20000.0,268229.0,
31258871,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katriina Lillelund SchÃ¸ier
31258871,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2018-01-01,2018-12-31,ID_11,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31258871,2018-01-01,2018-12-31,ID_13,,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzLzc4LzYzLzUzLzY5LzY3NTctNGE2OS1hOWM5LTVjMmExNzc3NDhlNA.pdf,http://regnskaber.virk.dk/17885213/ZG9rdW1lbnRsYWdlcjovLzAzL2IxL2IzLzA3LzRhL2Q0OWUtNDY2MC05MzI3LTc1YmM2ZDMwMzlkNQ.xml,true,"2730, Herlev",LyskÃ¦r 3 CD,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-03-06,2019-03-06,2018-02-01,2019-03-06,31258871.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2018 - 31. december 2018 for Razor Partners ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Katriina Lillelund SchÃ¸ier,Razor Partners ApS,Azets Insight A/S,Charlottenlund,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Gentofte, 157",2018-12-31,2018-01-01,false,DirektÃ¸r,Ingen bistand,urn:ofk:oid:26833883,indberetninger-20180424,2.5124266,31258871.0,AWmBDfGuRYGX6_YTF6Ag,2019-03-15T11:13:08.698Z,2019-03-15T11:12:47.911Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-AS-72-PU,2019-03-15T11:12:48.101Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
