entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfAuditor,EmailOfAuditor,Equity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,AdministrativeExpenses,AverageNumberOfEmployees,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpense,Dividend,DividendPaid,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermInvestmentsInGroupEnterprises,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables
19951332,2016-01-01,2016-01-01,c720,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,125000.0,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-01-01,c741,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,3899322.0,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-01-01,c744,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,101200.0,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-12-31,c109,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,103400.0,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-12-31,c123,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,-109891.0,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-12-31,c3,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,-6491.0,22713.0,1.0,5013.0,34948.0,5013.0,7222.0,-22713.0,13713.0,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-12-31,c742,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,-109891.0,,,,,,,,,,,,,,,,,,,,,,,,,
19951332,2016-01-01,2016-12-31,c745,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,103400.0,101200.0,,,,,,,,,,,,,,,
19951332,2016-12-31,2016-12-31,c4,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,4017831.0,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,,,4032356.0,3646673.0,125000.0,4032356.0,124462.0,4032356.0,14525.0,14525.0,103400.0,3789431.0,246881.0,246881.0,14525.0,138802.0,14340.0
19951332,2016-12-31,2016-12-31,c722,,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzY2L2Y4L2I1L2VhLzIzMDItNGZhNC1iZmRhLWViNDFiNjU1NmU2ZQ.pdf,http://regnskaber.virk.dk/23315991/ZG9rdW1lbnRsYWdlcjovLzAzLzM5LzU1L2Y2L2JkLzM2Y2ItNDZmMi1hZDNkLTUyNzBiMGY1OTQ1YQ.xml,Danmark,Struer,7600.0,2.0,Torvegade,Fredericia,7000.0,5.0,LangesÃ¸vej,"7600, Struer","Torvegade, 2",anpartshaveren,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Jeg anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter min opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2017.",Direktionen anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2017 for opfyldt.,2018-05-18,2018-05-18,2018-05-18,statsautoriseret revisor,mail@kroyerpedersen.dk,125000.0,89224918.0,19951332.0,89224918.0,mne9738,Direktionen har dags dato aflagt Ã¥rsrapporten for 2017 for SJN Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Noer Sahl,Steen Jensen,Steen Jensen,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",SJN Holding ApS,"KRÃYER PEDERSEN, Statsautoriserede Revisorer I/S",Fredericia,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2017-12-31,2017-01-01,2018-05-18,Struer,9684 2000,direktÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25596430,indberetninger-20180424,2.5124327999999996,19951332.0,AWOvtN1Z0wkEsASktKIX,2018-05-30T06:21:18.798Z,2018-05-30T06:20:54.224Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AN-10-VE,2018-05-30T06:20:54.383Z,,,,,,,,,,,,,,,,,,,,,,,,,,
