entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,FinanceExpensesArisingFromGroupEnterprises,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,ProfitLossFromOrdinaryActivitiesBeforeTax,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33597207,2015-10-01,2016-09-30,ID_10,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,-103400.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_12,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,-533.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_7,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,142034.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,0.0,-5625.0,139533.0,805.0,6853.0,141566.0,0.0,-468.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_8,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,-38101.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2016-09-30,2016-09-30,ID_6,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,2442729.0,2066059.0,80000.0,2362124.0,2032938.0,2442729.0,409791.0,80605.0,80605.0,0.0,0.0,80605.0,0.0,0.0,103400.0,605.0,1952333.0,0.0,0.0,409791.0,302261.0,130.0,296065.0,139000.0,157065.0,4000.0,
33597207,2016-10-01,2017-09-30,ID_0,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,220273.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,18588.0,-7713.0,185422.0,77223.0,0.0,226957.0,9387.0,6684.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2016-10-01,2017-09-30,ID_1,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2016-10-01,2017-09-30,ID_11,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,-185422.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2016-10-01,2017-09-30,ID_13,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,-34851.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2016-10-01,2017-09-30,ID_2,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzdhL2I2LzY1L2ZkLzgyZTYtNGRkYy1hMmZhLWVhOGI0MTYxMDRkMw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzk2LzQ0LzBiLzIyL2ZjYTAtNDVhNC05MjVkLWI4ODA1MDRiNWVkNg.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2017-12-21,2017-12-21,2011-04-01,2017-12-21,25510461.0,33597207.0,25510461.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2016 - 30. september 2017 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2015-10-01,2016-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2017-09-30,2016-10-01,false,2017-12-21,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:24894944,indberetninger-20180424,2.5094144,33597207.0,,2018-03-28T06:46:48.687Z,2017-12-27T14:44:48.917Z,regnskab,0.0,,2017-09-30,2016-10-01,X17-BM-06-PM,2017-12-27T14:44:49.047Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
