entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceIncome,OtherFinanceIncomeFromGroupEnterprises,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,ProposedDividend,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesDividendsFromGroupEnterprises,ShorttermReceivablesFromGroupEnterprises,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables
33597207,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,-5530.0,25510461.0,33597207.0,25510461.0,516873.0,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,1233.0,16610.0,Esbjerg,2014-10-01,2015-09-30,526577.0,529186.0,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,2609.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,-101200.0,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,1127.0,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2014-10-01,2015-09-30,ID_9,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,-426504.0,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-09-30,2015-09-30,ID_11,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,2099504.0,716628.0,80000.0,2019432.0,1994304.0,2099504.0,105200.0,80072.0,80072.0,80072.0,101200.0,72.0,1914232.0,105200.0,0.0,0.0,1302804.0,518000.0,326521.0,27037.0,431246.0,4000.0
33597207,2015-10-01,2016-09-30,ID_0,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,-5625.0,25510461.0,33597207.0,25510461.0,139533.0,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,805.0,6853.0,Esbjerg,2014-10-01,2015-09-30,142034.0,141566.0,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,-468.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_1,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_2,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_4,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,-103400.0,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
33597207,2015-10-01,2016-09-30,ID_6,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzNlLzVkLzhkLzFmZGYtNDcxZC05ZTkxLTE5YzYwZWFhNmEzOA.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzQxLzI1L2JlLzI0L2E5YzktNDMwMi1hYWM0LTljODJkY2NlZjhkYQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,2017-02-17,2017-02-17,2011-04-01,2017-02-17,,25510461.0,33597207.0,25510461.0,,Ãrsrapport,Knud Meier Knudsen,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,,,Esbjerg,2014-10-01,2015-09-30,-533.0,,"561, Esbjerg",2016-09-30,2015-10-01,2017-02-17,Esbjerg,,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:23501447,indberetninger-20180424,2.5097342,33597207.0,,2018-03-27T16:49:47.206Z,2017-02-21T07:35:51.941Z,regnskab,0.0,,2016-09-30,2015-10-01,X17-AC-90-QP,2017-02-21T07:35:52.133Z,,,,,,,,,,,,,,,,,,,,,,
