entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,Equity,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,NameAndSurnameOfMemberOfExecutiveBoard
33597207,2014-10-01,2015-09-30,ID_0,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_1,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_10,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_11,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_2,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_3,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,Knud Meier Knudsen
33597207,2014-10-01,2015-09-30,ID_4,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_5,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_6,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
33597207,2014-10-01,2015-09-30,ID_7,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzBhL2RiLzBmLzI0Lzc0ZTgtNDE2Mi04MzE5LTU3NjkxMjcyMDBkMQ.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzLzE3L2UzLzI4L2ExLzIyNjItNDlhMS05NzY0LTIzNTNmZjcyM2NjOQ.xml,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-02-19,2011-04-01,2016-02-19,0.0,33597207.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2014 - 30. september 2015 for A1 - HS Holding ApS.,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Knud Meier Knudsen,A1 - HS Holding ApS,SÃ¦dding Revision ApS,"Esbjerg, den 19. februar 2016",2013-10-01,2014-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Esbjerg, 561",2015-09-30,2014-10-01,2016-02-19,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22032352,indberetninger-20180424,2.5095357999999997,33597207.0,,2018-03-28T22:44:04.370Z,2016-02-27T08:10:57.837Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AR-04-JS,2016-02-27T08:10:58.270Z,
