entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
33597207,2017-10-01,2018-09-30,ID_10,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,142230.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2017-10-01,2018-09-30,ID_12,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,105800.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2017-10-01,2018-09-30,ID_14,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,-186027.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2017-10-01,2018-09-30,ID_7,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,1.0,,,,,,,,,,,,,,,,,,,,,,,
33597207,2017-10-01,2018-09-30,ID_8,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,62003.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,-12204.0,13018.0,486.0,72608.0,72936.0,-12204.0,10933.0,,,,,,,,,,,,,,,,
33597207,2018-09-30,2018-09-30,ID_5,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,2214058.0,255111.0,80000.0,2214058.0,2209413.0,2214058.0,4645.0,1929014.0,2129413.0,1929014.0,4645.0,644.0,29933.0,29933.0,4001.0,
33597207,2018-10-01,2019-09-30,ID_0,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,53133.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,-14695.0,0.0,34.0,79432.0,64703.0,-14695.0,11570.0,,,,,,,,,,,,,,,,
33597207,2018-10-01,2019-09-30,ID_1,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2018-10-01,2019-09-30,ID_11,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,108000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
33597207,2018-10-01,2019-09-30,ID_13,,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2EwLzdjLzMwL2I2LzUyODQtNGEwZS04YTMwLWNjMGU5YmViYmViNw.pdf,http://regnskaber.virk.dk/70279533/ZG9rdW1lbnRsYWdlcjovLzAzL2FjLzFlL2U5LzJjLzM3ZjEtNDIwYy05ZWJkLTdmNDE4OTM4NzEzNA.xml,true,"6710, Esbjerg V",Snedkervej 17,Til den daglige ledelse i A1 - HS Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2019-11-13,2019-11-13,2011-04-01,2019-11-13,25510461.0,33597207.0,25510461.0,mne8317,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2018 - 30. september 2019 for A1 - HS Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Simon Hessellund,Knud Meier Knudsen,SÃ¦dding Revision ApS,A1 - HS Holding ApS,SÃ¦dding Revision ApS,Esbjerg,2017-10-01,2018-09-30,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"561, Esbjerg",2019-09-30,2018-10-01,false,2019-11-13,Esbjerg,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:28022251,indberetninger-20180424,2.5095785,33597207.0,AW5tobguxzZKlpaAla39,2019-11-15T05:56:09.135Z,2019-11-15T05:55:44.265Z,regnskab,0.0,,2019-09-30,2018-10-01,X19-DL-21-RR,2019-11-15T05:55:44.506Z,,,,,,,,,,,,,,,,,,,,,,,,
