entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DisclosureOfContingentLiabilities,DisclosureOfMainActivitiesAndAccountingAndFinancialMatters,DisclosureOfMortgagesAndCollaterals,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,EmployeeBenefitsExpense,GrossResult,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,Revenue,TaxExpense,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,DividendPaid,NameAndSurnameOfMemberOfSupervisoryBoard
70468611,2016-05-01,2017-04-30,c10,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,2657693.0,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70468611,2016-05-01,2017-04-30,c6,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,4157693.0,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,50000.0,-49148.0,193508.0,102.0,5428469.0,5329219.0,-99148.0,144360.0,1171526.0,,,,,,,,,,,,,,,,,,,,,,
70468611,2016-05-01,2017-04-30,c8,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,1500000.0,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70468611,2017-04-30,2017-04-30,c12,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,70026322.0,1516470.0,200000.0,66530145.0,69529073.0,3496177.0,70026322.0,497249.0,3496177.0,61903864.0,20056.0,2239308.0,3496177.0,1500000.0,67829073.0,61903864.0,497249.0,3109811.0,477193.0,870503.0,,
70468611,2017-05-01,2017-05-01,c13,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,200000.0,,,,,,,,,,,,,,,,,
70468611,2017-05-01,2017-05-01,c14,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,67829073.0,,,,,,,,,,,,,,,,,
70468611,2017-05-01,2017-05-01,c15,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,,,,,,
70468611,2017-05-01,2017-05-01,c16,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,69529073.0,,,,,,,,,,,,,,,,,
70468611,2017-05-01,2018-04-30,c0,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,680276.0,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,90000.0,-222155.0,364715.0,1919464.0,3103522.0,871903.0,-312155.0,142560.0,191627.0,,,,,,,,,,,,,,,,,,,,,1500000.0,
70468611,2017-05-01,2018-04-30,c1,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzRlL2U3LzU2L2Q3L2JjMTUtNGM0My1hMTI0LTYyNTVhZTUwZmJmNw.xhtml,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzLzhkLzc4L2Y3LzNlLzlkNzYtNDM4ZS04NzMyLTJkMmMxYjljZGJhMw.pdf,http://regnskaber.virk.dk/11686407/ZG9rdW1lbnRsYWdlcjovLzAzL2U5Lzc4LzA4LzIxLzM2ZDQtNDk3MS1hMzMzLTBmZTcwZGFmNTlmNg.xml,true,Roskilde,4000.0,19.0,Fjordparken,8210 Aarhus V,Julivej 5,Regnskabsklasse B,2018-05-18,2018-09-26,"<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Selskabets hovedaktivitet er investering og anden tilknyttet virksomhed.</p>","<p xmlns=""http://www.w3.org/1999/xhtml"">Ingen.</p>",70468611.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Ben Nielsen,Ben Ernst Nielsen,BEN NIELSEN ApS,Klaus KjÃ¦rgaard,Hedehusene,2016-05-01,2017-04-30,,2018-04-30,2017-05-01,false,false,false,false,Ingen bistand,urn:ofk:oid:26143064,indberetninger-20180424,2.595549,70468611.0,AWYU7LVK5OzuYdPkEv4N,2018-09-26T08:09:12.348Z,2018-09-26T08:09:04.695Z,regnskab,0.0,,2018-04-30,2017-05-01,X18-AK-79-UR,2018-09-26T08:09:04.994Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
