entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfFinancialInstitution,NameOfLawFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncome,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
32763480,2014-04-01,2015-03-31,ID_11,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,-105590.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2014-04-01,2015-03-31,ID_13,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,-105590.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2014-04-01,2015-03-31,ID_9,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,105590.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,384224.0,3325721.0,3909451.0,42095.0,86.0,157497.0,199506.0,51907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-03-31,2015-03-31,ID_15,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,1897068.0,710927.0,140000.0,973281.0,82771.0,20000.0,332253.0,689021.0,212074.0,116000.0,116000.0,150403.0,263460.0,1897068.0,1208047.0,179815.0,332253.0,179815.0,923787.0,389351.0,9180.0,475534.0,150403.0,549021.0,1028232.0,158000.0,2774.0,237702.0,111951.0,28296.0,0.0,212109.0,
32763480,2015-04-01,2016-03-31,ID_0,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-04-01,2016-03-31,ID_1,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-04-01,2016-03-31,ID_10,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,421049.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-04-01,2016-03-31,ID_12,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,421049.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-04-01,2016-03-31,ID_16,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32763480,2015-04-01,2016-03-31,ID_17,,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzdiLzE5L2NkL2FlLzlmMzAtNGFkZC1iYmE3LWE2ZDhkZWY3ODk5Ng.pdf,http://regnskaber.virk.dk/08436723/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzBiLzdkL2FlLzYwZjgtNGJhYy04OWRmLWEzYjJkMjVjMjU1MQ.xml,"Karlslunde, 2690",BjÃ¦lkevangen 3,Til den daglige ledelse i Holistic Body Care ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. marts 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016.","Det er pÃ¥ generalforsamlingen vedtaget, at selskabets Ã¥rsregnskaber ikke skal revideres. Betingelserne for at undlade revision af Ã¥rsregnskabet er opfyldt.",2016-08-02,2010-01-30,2016-08-17,32763480.0,34901295.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. april 2015 - 31. marts 2016 for Holistic Body Care ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Nisreen Adnan Kanaan,Nordea Bank Danmark A/S,Stohn & Partnere Advokatfirma,Holistic Body Care ApS,"TORSTEN RASMUSSEN, Godkendt Revisionsanpartsselskab","Frederiksberg, den 2. august 2016",2014-04-01,2015-03-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"147, Frederiksberg",2016-03-31,2015-04-01,2016-08-02,Karlslunde,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:22900805,indberetninger-20180424,2.5118406,32763480,,2018-03-28T17:51:17.378Z,2016-08-17T13:55:46.133Z,regnskab,0.0,,2016-03-31,2015-04-01,X16-BC-69-DE,2016-08-17T13:55:46.397Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
