entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DisclosureOfMortgagesAndCollaterals,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherOperatingExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,Revenue,SelectedElementsFromReportingClassC,SelectedElementsFromReportingClassD,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TheCompanyHasPresentedTheAnnualReportEtcWithReferenceToTheDanishFinancialStatementsAct78aConcerningTheExceptionForReportingClassCMediumsizeSubsidiariesWhichChoosesToPresentTheAnnualReportEtcAccordingToReportingClassB,TheReportingEntityAppliesTheExceptionConcerningOptingOutOfTheStatementByManagementEtc,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,LongtermPrepaymentsReceivedFromCustomers,NoncurrentAssets,PlantAndMachinery,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTradePayables,DividendPaid,NameAndSurnameOfMemberOfExecutiveBoard
10405106,2013-10-01,2014-09-30,c3,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,94300.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",180000.0,419725.0,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,47507.0,18626.0,GrÃ¦sted,2013-10-01,2014-09-30,36246.0,79292.0,126799.0,2015-09-30,2014-10-01,419725.0,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",43046.0,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,,,,,,,,,,,,,,,,,,,,,
10405106,2013-10-01,2014-09-30,c5,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,200000.0,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,,,,,,,,,,,,,,,,,,,,,
10405106,2013-10-01,2014-09-30,c7,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,-163754.0,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,,,,,,,,,,,,,,,,,,,,,
10405106,2014-09-30,2014-09-30,c9,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,6449601.0,324394.0,125000.0,719501.0,3263367.0,5714000.0,6449601.0,3186234.0,1595102.0,2723652.0,1042000.0,86550.0,5730100.0,16100.0,5730100.0,200000.0,2938367.0,462582.0,341116.0,395107.0,395107.0,85021.0,36445.0,,
10405106,2014-10-01,2014-10-01,c10,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,125000.0,,,,,,,,,,,,,,,,,,,,
10405106,2014-10-01,2014-10-01,c11,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,2938367.0,,,,,,,,,,,,,,,,,,,,
10405106,2014-10-01,2014-10-01,c12,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,200000.0,,,,,,,,,,,,,,,,,,,,
10405106,2014-10-01,2014-10-01,c13,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,3263367.0,,,,,,,,,,,,,,,,,,,,
10405106,2014-10-01,2015-09-30,c0,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,94300.0,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",148447.0,696954.0,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,42324.0,103446.0,GrÃ¦sted,2013-10-01,2014-09-30,213794.0,308437.0,350761.0,2015-09-30,2014-10-01,696954.0,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",94643.0,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,,,,,,,,,,,,,,,,,,,,200000.0,
10405106,2014-10-01,2015-09-30,c1,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzE5LzcxLzVjLzRjLzQ5OTMtNGIxNi04YmI3LWI1NGUyNmZiM2IwNA.xhtml,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzZkL2VmLzZjLzg2LzdkNTUtNDhjOC1hMmEwLTY4OWQwMjAzMzBlZA.pdf,http://regnskaber.virk.dk/60150401/ZG9rdW1lbnRsYWdlcjovLzAzLzQzLzVkLzViL2NhLzAxMTctNDgzZS1hOWQzLWY5MTZlZTUxNGQ2Mg.xml,true,GrÃ¦sted,3230.0,49.0,PrÃ¦stevejen,3230 GrÃ¦sted,PrÃ¦stevejen 49,Regnskabsklasse B,2016-04-12,2016-04-12,,"<p xmlns=""http://www.w3.org/1999/xhtml"">AnlÃ¦gsaktiver stÃ¥r til sikkerhed for pantgÃ¦ld, herunder bank- og realkreditgÃ¦ld.</p>",,,10405106.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Erling Jensen,BONDEHUSET ApS,N.P.E. Jensen,,,GrÃ¦sted,2013-10-01,2014-09-30,,,,2015-09-30,2014-10-01,,false,false,"Direktionen har besluttet, at fravalg af revision ogsÃ¥ skal gÃ¦lde for det kommende regnskabsÃ¥r.",,false,false,Ingen bistand,urn:ofk:oid:22209354,indberetninger-20180424,2.5926099999999996,10405106.0,,2018-03-28T17:54:07.940Z,2016-04-12T14:30:58.743Z,regnskab,0.0,,2015-09-30,2014-10-01,X16-AT-81-TN,2016-04-12T14:30:59.400Z,,,,,,,,,,,,,,,,,,,,,,,,,Kirsten Jensen
