entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfFinancialDistrictName,AddressOfFinancialPostCodeIdentifier,AddressOfFinancialStreetBuildingIdentifier,AddressOfFinancialStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,ImpairmentOfFinancialAssets,IncomeFromOtherLongtermInvestmentsAndReceivables,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PostemploymentBenefitExpense,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,SocialSecurityContributions,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,Inventories,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,NoncurrentAssets,OtherLongtermInvestments,OtherLongtermReceivables,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,RevaluationsOfInvestmentsOfTheYear,AdditionsToPropertyPlantAndEquipment,DepreciationOfPropertyPlantAndEquipment
12266405,2013-07-01,2014-06-30,c1,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,61193.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,-26841.0,Statsautoriseret revisor,-1310677.0,1101216.0,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,-119824.0,10800.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,-50.0,-47923.0,101.0,Aalborg,-27580.0,-331955.0,-393148.0,-236302.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,-39406.0,61193.0,Andre erklÃ¦ringer uden sikkerhed,-1243641.0,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266405,2013-07-01,2014-06-30,c30,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,-331955.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266405,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,428909.0,25431.0,125000.0,225078.0,71070.0,-736580.0,117131.0,64405.0,0.0,428909.0,1165489.0,86700.0,203831.0,26300.0,60400.0,245768.0,58037.0,117131.0,64405.0,-861580.0,299761.0,1165489.0,548626.0,135242.0,10850.0,110.0,60484.0,6025.0,,,,,,,,
12266405,2014-07-01,2014-07-01,c119,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11300.0,15000.0,,,,,,
12266405,2014-07-01,2014-07-01,c131,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,60400.0,,,,,,
12266405,2014-07-01,2014-07-01,c137,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,125000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266405,2014-07-01,2014-07-01,c158,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,-861580.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12266405,2014-07-01,2014-07-01,c88,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061392.0,1178523.0,,,,
12266405,2014-07-01,2014-07-01,c94,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,,Statsautoriseret revisor,,,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Aalborg,,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,,,Andre erklÃ¦ringer uden sikkerhed,,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154136.0,1154136.0,,,,
12266405,2014-07-01,2015-06-30,c0,,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzL2I2L2RmLzA4L2VhLzVlNTEtNDAwZS1iNTNiLWVjNzQ4ODEzMTBlMQ.pdf,http://regnskaber.virk.dk/50466221/ZG9rdW1lbnRsYWdlcjovLzAzLzlkL2NlLzc5L2NlLzkxODItNGQ4NC1hMmFkLTJkNjJmY2MxOWUwMA.xml,1.0,Aalborg,9000.0,51.0,Visionsvej,Aalborg,9000.0,79.0,Vesterbro,9000  Aalborg,Jomfru Ane Gade 15,DK-9000 Aalborg,Visionsvej 51,Til kapitalejeren i Beer King ApS,97498.0,2048.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2015-12-23,1988-07-01,2015-12-23,-36481.0,Statsautoriseret revisor,-1228808.0,873313.0,20222670.0,12266405.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Beer King ApS.,0.0,19000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Georg Aaen,Mick Huus Nielsen,Solveig Nielsen,Nordjyske Bank,Beer King ApS,BDO Statsautoriseret revisionsaktieselskab,-840.0,-78604.0,0.0,Aalborg,-23048.0,-352034.0,-451580.0,-391976.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Aalborg,2015-06-30,2014-07-01,2015-12-23,Aalborg,-33811.0,99546.0,Andre erklÃ¦ringer uden sikkerhed,-1171109.0,urn:ofk:oid:21843785,indberetninger-20180424,2.5116737000000002,12266405.0,,2018-03-31T01:28:52.553Z,2015-12-23T20:19:43.294Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AM-38-KA,2015-12-23T20:19:43.398Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,,
