entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,FaxNumberOfReportingEntity,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AverageNumberOfEmployees,Assets,CashAndCashEquivalents,CompletedDevelopmentProjects,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,DevelopmentProjectsInProgress,Equity,FixturesFittingsToolsAndEquipment,IntangibleAssets,Inventories,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,ManufacturedGoodsAndGoodsForResale,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RawMaterialsAndConsumables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPrepaymentsReceivedFromCustomers,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,TitleOfMemberOfExecutiveBoard
29689776,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,227551.0,36331.0,64418302.0,852431.0,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",170916.0,648.0,Fredericia,2016-01-01,2016-12-31,325711.0,418281.0,588549.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,92570.0,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,-325711.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2016-01-01,2016-12-31,ID_9,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2016-12-31,2016-12-31,ID_7,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,1744868.0,48976.0,405919.0,125000.0,1045604.0,59953.0,13899.0,15000.0,166021.0,-769290.0,112324.0,571940.0,647673.0,1744868.0,2514158.0,15000.0,476547.0,699264.0,627225.0,79333.0,112324.0,171126.0,-894290.0,1754680.0,2514158.0,1803.0,348955.0,34676.0,130450.0,161094.0,,
29689776,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,224831.0,184747.0,64418302.0,805986.0,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",129487.0,2526.0,Fredericia,2016-01-01,2016-12-31,209606.0,269447.0,396408.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,59841.0,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2017-01-01,2017-12-31,ID_11,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,-209606.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29689776,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hanne Vernegreen  Rasmussen,DirektÃ¸r
29689776,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZhL2FlLzQzLzFlL2QwZTEtNGFjNC1iZTYyLTFmNmYxZGJiNjY4ZQ.pdf,http://regnskaber.virk.dk/67798692/ZG9rdW1lbnRsYWdlcjovLzAzL2ZmL2NhLzk5Lzk4Lzc2YWQtNDYwNS04ZWE4LTI4MTM2Zjk1ZmUyMQ.xml,true,"Bogense, 5400",Vestre Engvej 3,Til kapitalejerne i Unique Products ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017.",2018-06-12,2018-06-12,2006-06-30,2018-06-12,,,64418302.0,,27619096.0,29689776.0,27619096.0,mne26733,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar 2017 - 31. december 2017 for Unique Products ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jan Christiansen,Hanne Vernegreen Rasmussen,Kreston JC,Middelfart Sparekasse,Unique Products ApS,"Kreston JC, Statsautoriseret Revisionsanpartsselskab",,,Fredericia,2016-01-01,2016-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"607, Fredericia",2017-12-31,2017-01-01,true,2018-06-12,Bogense,,64418300.0,ErklÃ¦ring om udvidet gennemgang,urn:ofk:oid:25804197,indberetninger-20180424,2.5124277999999998,29689776.0,AWP16QzS0wkEsASktrf-,2018-06-12T21:31:55.794Z,2018-06-12T21:31:19.839Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AQ-63-HL,2018-06-12T21:31:20.647Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
