entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,ExtraordinaryProfitLossBeforeTax,GrossResult,IdentificationNumberCvrOfReportingEntity,InformationOnReportingClassOfEntity,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ReportingPeriodEndDate,ReportingPeriodStartDate,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TaxExpense,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermDebtToBanks,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToShareholdersAndManagement,ShorttermReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfSupervisoryBoard
27129234,2013-01-01,2013-12-31,c5,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,70000.0,124729.0,784973.0,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,590244.0,HornbÃ¦k,2013-01-01,2013-12-31,124729.0,124729.0,714973.0,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",0.0,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,
27129234,2013-01-01,2013-12-31,c7,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,124729.0,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,
27129234,2013-12-31,2013-12-31,c9,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,13752217.0,500000.0,392217.0,455332.0,13360000.0,13752217.0,13296885.0,5094494.0,9755886.0,4661392.0,13360000.0,1286792.0,219193.0,13360000.0,-2047508.0,2002840.0,590953.0,3540999.0,1658254.0,392217.0,5000.0,173024.0,
27129234,2014-01-01,2014-12-31,c0,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,70000.0,-47784.0,494459.0,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,472243.0,HornbÃ¦k,2013-01-01,2013-12-31,-47784.0,-47784.0,424459.0,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",0.0,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,
27129234,2014-01-01,2014-12-31,c1,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,
27129234,2014-01-01,2014-12-31,c2,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,Inge Drage Schalck
27129234,2014-01-01,2014-12-31,c3,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,Henning Gudmandsen
27129234,2014-01-01,2014-12-31,c4,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,Jan Drage Gudmandsen
27129234,2014-01-01,2014-12-31,c6,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,-47784.0,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,,,,,,,,,,,,,,,,,,,,,,,
27129234,2014-12-31,2014-12-31,c8,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzU5LzA3LzU1LzE3L2YzZGMtNDk4Yy04ZDhiLTJjNjAxZDQyNDViZg.xhtml,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzFjLzRmL2ExLzA4L2I2N2MtNDJhMS05Zjk0LWM5ZDViZmE1NDUwMQ.pdf,http://regnskaber.virk.dk/43292172/ZG9rdW1lbnRsYWdlcjovLzAzLzQ2LzEwLzU2L2ExLzU0Y2QtNGQ1Yy1hMjkxLWRkMzQzM2M0ZGZjNg.xml,HornbÃ¦k,3100.0,662.0,HornbÃ¦kvej,3060 EspergÃ¦rde,Safirvej 5,Regnskabsklasse B,2015-07-21,2015-07-21,,,,27129234.0,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabslovens bestemmelser for Regnskabsklasse B.,Ãrsrapport,Jan Drage Gudmandsen,Jan Drage Gudmandsen,HOLMEGÃRDS EJENDOMSSELSKAB A/S,Jesper Toftgaard-Hansen,,HornbÃ¦k,2013-01-01,2013-12-31,,,,2014-12-31,2014-01-01,"Det er pÃ¥ generalforsamlingen vedtaget, at Ã¥rsrapporten for 2015 ikke skal revideres. Vi anser betingelserne for at undlade revision for opfyldt.",,Ingen bistand,urn:ofk:oid:5698274,indberetninger-20180424,2.5947065,27129234.0,,2018-03-30T11:11:28.505Z,2015-07-22T15:34:06.623Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AF-50-ZL,2015-07-22T15:34:06.709Z,13644954.0,500000.0,354954.0,407548.0,13290000.0,13644954.0,13237406.0,5094773.0,9459821.0,4365048.0,13290000.0,1453304.0,37985.0,13290000.0,-2095292.0,2002840.0,586416.0,3777585.0,1658254.0,354954.0,79611.0,316969.0,
