entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForCurrentTaxRelatingToTaxRateChangesOrImpositionOfNewTaxes,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,DescriptionOfAuditor,DividendPaid,EmployeeBenefitsExpense,GrossResult,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,Equity,FixturesFittingsToolsAndEquipment,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameOfAuditFirm,DepreciationOfPropertyPlantAndEquipment
25683455,2013-01-01,2013-12-31,c1,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,-582515.0,-8458.0,2570.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",0.0,2015-05-22,2015-06-01,-62807.0,Statsautoriseret revisor,-200000.0,-102825.0,-105967.0,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,0.0,-1859.0,3033119.0,Vejle,2171258.0,2759661.0,-271599.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,-588403.0,RevisionspÃ¥tegning,-102825.0,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,,,,
25683455,2013-01-01,2013-12-31,c30,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,1971258.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,,,,
25683455,2013-01-01,2013-12-31,c6,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,200000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,,,,
25683455,2013-12-31,2013-12-31,c4,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,18080223.0,2635548.0,500000.0,16912429.0,62027.0,17995909.0,0.0,1167794.0,18080223.0,84314.0,1167794.0,14162496.0,84314.0,1167794.0,200000.0,17295909.0,14162496.0,84314.0,114385.0,52358.0,,,,
25683455,2014-01-01,2014-01-01,c137,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,500000.0,,,,,,,,,,,,,,,,,,
25683455,2014-01-01,2014-01-01,c158,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,17295909.0,,,,,,,,,,,,,,,,,,
25683455,2014-01-01,2014-01-01,c161,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,200000.0,,,,,,,,,,,,,,,,,,
25683455,2014-01-01,2014-01-01,c76,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,352363.0,1520157.0,,
25683455,2014-01-01,2014-01-01,c88,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",,2015-05-22,2015-06-01,,Statsautoriseret revisor,-200000.0,,,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,Vejle,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,,RevisionspÃ¥tegning,,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,19990.0,19990.0,,
25683455,2014-01-01,2014-12-31,c0,,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzM3LzAxLzFlLzRlLzI4YTktNGI2ZC1iNzVmLTU0NjBhNGFiOTIwNw.pdf,http://regnskaber.virk.dk/55438652/ZG9rdW1lbnRsYWdlcjovLzAzLzY4LzkzLzZkLzA5LzcyYjQtNDAwOS1iMmE4LTgxYjE5ZDcyYWNiNQ.xml,1.0,Vejle,7100.0,"4, 1. sal",Roms Hule,7100  Vejle,Esbern Snares Vej 76,DK-7100 Vejle,"Roms Hule 4, 1. sal",Til kapitalejeren i K. Mathiasen Holding ApS,-62027.0,0.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2014 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2014.",-299635.0,2015-05-22,2015-06-01,-60807.0,Statsautoriseret revisor,-200000.0,-154678.0,-82681.0,25683455.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2014 for K. Mathiasen Holding ApS.,"Vi har revideret Ã¥rsregnskabet for K. Mathiasen Holding ApS for regnskabsÃ¥ret 1. januar - 31. december 2014, der omfatter anvendt regnskabspraksis, resultatopgÃ¸relse, balance og noter. Ãrsregnskabet udarbejdes efter Ã¥rsregnskabsloven.",Ãrsrapport,Allan Lund,Keld Skovdall Mathiasen,Keld Skovdall Mathiasen,K. Mathiasen Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-1821.0,-16240.0,1757474.0,Vejle,1081406.0,1443068.0,-298166.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Vejle,2014-12-31,2014-01-01,2015-05-22,Vejle,-361662.0,RevisionspÃ¥tegning,-152857.0,urn:ofk:oid:5404376,indberetninger-20180424,2.5124327999999996,25683455.0,,2018-03-30T09:10:19.784Z,2015-06-01T16:02:48.768Z,regnskab,0.0,,2014-12-31,2014-01-01,X15-AC-86-RK,2015-06-01T16:02:48.827Z,,,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
