entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AdditionsToPropertyPlantAndEquipment,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,DateOfApprovalOfAnnualReport,DateOfGeneralMeeting,DebtRaisedAndRepaidByManagementCategoryDuringReportingPeriod,DebtRepaidByManagementCategory,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfReceivables,EmailOfReportingEntity,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,InformationOnTypeOfSubmittedReport,InterestRateRelatedToOutstandingDebtFromManagementCategory,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OutstandingDebtFromManagementCategory,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyLegislationOnFinancialReportingIncludingAccountingAndStorageOfAccountingRecordsAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyOtherMattersAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCompaniesActOrEquivalentLegislationThatTheCompanyIsSubjectToAudit,ReportingResponsibilitiesAccordingToTheDanishExecutiveOrderOnApprovedAuditorsReportsEspeciallyTheCriminalCodeAndFiscalTaxAndSubsidyLegislationAudit,SelectedElementsFromReportingClassC,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,CurrentTaxExpense,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherEmployeeExpense,OtherFinanceExpenses,OtherFinanceIncome,PostemploymentBenefitExpense,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,SocialSecurityContributions,TaxExpense,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,OtherShorttermReceivables,PaidContributedCapital,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,LongtermLiabilitiesOtherThanProvisionsDueBetweenOneAndFiveYears,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,IncreaseOfCapital,DecreaseOfCapital,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DescriptionOfMethodsOfImpairmentLossesAndDepreciation,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfDeferredIncomeAssets,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfFinanceIncomeAndExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfGrossProfitLoss,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfTaxExpenses,DescriptionOfQualificationsOfAuditedFinancialStatements,IdentificationOfApprovedAnnualReport,IdentificationOfAuditedFinancialStatements,ManagementsStatementAboutManagementsReview,OpinionOnAuditedFinancialStatements,RecommendationForApprovalOfAnnualReportByGeneralMeeting,SignatureOfAuditorsDate,NameOfAuditFirm,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
31271444,2016-01-01,2016-12-31,c106,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,4212796.0,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2016-01-01,2016-12-31,c92,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,4212796.0,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,0.0,1189369.0,30.0,0.0,74091.0,15045902.0,20755067.0,34779.0,394133.0,161224.0,68163.0,5402165.0,5635074.0,146413.0,1189369.0,1189369.0,14796547.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2016-12-31,2016-12-31,c109,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,11868917.0,8326309.0,246537.0,11537979.0,555631.0,142683.0,240995.0,2646518.0,89943.0,11868917.0,9222399.0,240995.0,5250781.0,330938.0,5250781.0,3874326.0,447077.0,246537.0,89943.0,2399981.0,3971618.0,3211670.0,0.0,0.0,97292.0,2066279.0,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2016-12-31,2016-12-31,c233,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5250781.0,,,,,,,,,,,,,,5250781.0,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c0,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,246537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c123,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,246537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c126,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,246537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c129,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,246537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c132,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,246537.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31271444,2017-01-01,2017-01-01,c188,,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzBiLzJkL2MzLzNjL2RmYjQtNGFiZC1hNTAzLWI3ZWRkOGQ5ZjY2Mg.pdf,http://regnskaber.virk.dk/44417213/ZG9rdW1lbnRsYWdlcjovLzAzLzE4L2JhL2EwLzI3LzE3Y2EtNGUwNy1hNTU3LWFhYzA2YmY4MDBiNg.xml,118477.0,Danmark,Hellerup,2900.0,44.0,Strandvejen,KÃ¸benhavn K,1456.0,18E,Vestergade,2900 Hellerup,Strandvejen 44,Regnskabsklasse B,2018-05-30,2018-05-30,140000.0,0.0,52420.0,statsautoriseret revisor,"Receivables are recognised in the balance sheet at amortised cost, which substantially corresponds to nominal value. Provisions for estimated bad debts are made.",info@reto.dk,www.reto.dk,33771231.0,31271444.0,33771231.0,mne2338,Ãrsrapport,10.05,Jan Boje Andreassen,Mikkel Weider,Jean-Marc Broyer,Reto-Moto ApS,PricewaterhouseCoopers Statsautoriseret Revisionspartnerselskab,145863.0,KÃ¸benhavn,2016-01-01,2016-12-31,,KÃ¸benhavn,2017-12-31,2017-01-01,0.0,0.0,1.0,1.0,1.0,Hellerup,33 93 10 70,adm. direktÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:25762262,indberetninger-20180424,2.5124266,31271444.0,AWPghXo-0wkEsASktjZb,2018-06-08T17:50:45.654Z,2018-06-08T17:50:32.278Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AP-67-KE,2018-06-08T17:50:32.469Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063251.0,1153194.0,,,,,,,,,,,,,,,,,,,,,
