entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermTradePayables,NameOfAuditFirm,TypeOfAuditorAssistance
30206762,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,1518.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,-2750.0,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,19616.0,9281.0,Fredericia,2017-01-01,2017-12-31,-14603.0,-13085.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,1518.0,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,,
30206762,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,-14603.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,,
30206762,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,67.0,67.0,125000.0,-274151.0,67.0,274218.0,-399151.0,274218.0,3000.0,,
30206762,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,125000.0,,,,,,,
30206762,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,-399150.0,,,,,,,
30206762,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,-3000.0,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,20511.0,9652.0,Fredericia,2017-01-01,2017-12-31,-13859.0,-13859.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,0.0,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
30206762,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,-13859.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,,
30206762,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,-13859.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,,
30206762,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
30206762,2018-01-01,2018-12-31,c727,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2RkLzE3L2JmLzEzL2M3MWQtNDkxYS1iMjdhLTNhMWI3YjA1MWUzYg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzL2ZjL2ZlL2E5L2JiLzczMWQtNDIxYS05NDViLWM2MzE3ZWY0NGJmOQ.xml,true,Kolding,6000.0,"8A, 7. sal",Kolding Ãpark,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,"Kolding Ãpark 8A, 7. sal",Til kapitalejeren i Abi 5 Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-06-25,2007-01-23,2019-06-25,Statsautoriseret revisor,,20222670.0,30206762.0,20222670.0,mne31367,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for Abi 5 Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2017-01-01,2017-12-31,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2018-12-31,2018-01-01,true,2019-06-25,Kolding,,urn:ofk:oid:27594335,indberetninger-20180424,2.5122833,30206762.0,AWuO13IPIXJRhhXBLaFB,2019-06-25T13:33:41.681Z,2019-06-25T13:33:31.898Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BQ-94-AK,2019-06-25T13:33:32.086Z,,,,,,,,,,,
