entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermPayables,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,NameOfAuditFirm,TypeOfAuditorAssistance,IncreaseDecreaseOfEquityThroughCorrectionsOfErrors
30206762,2015-01-01,2015-12-31,c175,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,-88000.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-72000.0,9000.0,Fredericia,2015-01-01,2015-12-31,-155000.0,-155000.0,-4000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,0.0,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,,,
30206762,2015-01-01,2015-12-31,c195,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,-155000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,,,
30206762,2015-12-31,2015-12-31,c172,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,223000.0,0.0,125000.0,0.0,-23000.0,223000.0,246000.0,246000.0,-148000.0,246000.0,223000.0,223000.0,,,
30206762,2016-01-01,2016-01-01,c226,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,125000.0,,,,,,,,,,
30206762,2016-01-01,2016-01-01,c253,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,-147146.0,,,,,,,,,,
30206762,2016-01-01,2016-12-31,c174,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,-1518.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,0.0,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-9823.0,8924.0,Fredericia,2015-01-01,2015-12-31,-5381.0,-6899.0,-6000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,1518.0,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed,
30206762,2016-01-01,2016-12-31,c194,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,-5381.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,,,
30206762,2016-01-01,2016-12-31,c227,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,,,0.0
30206762,2016-01-01,2016-12-31,c254,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,-5381.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,,,-232021.0
30206762,2016-01-01,2016-12-31,c305,,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzM4L2EyLzhhLzZlLzY0YmUtNDcyMC04YWFhLTQ0MjBkODgxNGM2Yg.pdf,http://regnskaber.virk.dk/26760203/ZG9rdW1lbnRsYWdlcjovLzAzLzk0L2U3LzYzL2VmL2FjNGUtNDQwYy1iOTM1LTNmMDg5NzFjNTA5ZA.xml,true,Kolding,6000.0,39.0,Birkemose AllÃ©,7000 Fredericia,PallasvÃ¦nget 21,DK-6000 Kolding,Birkemose AllÃ© 39,Til kapitalejerne i Abi 5 Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2017-06-12,2007-01-23,2017-06-13,Statsautoriseret revisor,20222670.0,30206762.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. januar - 31. december 2016 for Abi 5 Holding ApS.,,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jesper Steensbjerre,Sivaranjan Sangaralingam,Sivaranjan Sangaralingam,Abi 5 Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,Fredericia,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Fredericia,2016-12-31,2016-01-01,true,2017-06-12,Kolding,,urn:ofk:oid:24196130,indberetninger-20180424,2.5095978,30206762.0,,2018-03-29T10:06:19.161Z,2017-06-13T20:13:51.590Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AM-99-PX,2017-06-13T20:13:51.728Z,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,,
