entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,ExplanationOfNotDisclosingCashFlowsStatements,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,AdministrativeExpenses,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,ContributedCapital,CurrentAssets,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermEquityLoan,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,IncreaseDecreaseOfInvestmentsThroughNetExchangeDifferencesEquity,TransferToCoverageOfLosses,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
27466052,2017-01-01,2017-12-31,ID_19,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,-38469000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2017-01-01,2017-12-31,ID_9,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,-38469000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,512000.0,7568000.0,24682000.0,79692000.0,2755000.0,304000.0,-45503000.0,6752000.0,-7034000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2017-12-31,2017-12-31,ID_11,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,6347659000.0,22000000.0,1146644000.0,4319913000.0,2466000.0,6347659000.0,2027746000.0,0.0,5198549000.0,5198549000.0,0.0,5201015000.0,0.0,102000.0,2466000.0,4297913000.0,2027746000.0,2000000000.0,25614000.0,1146644000.0,1146542000.0,2132000.0,0.0,,,,,
27466052,2018-01-01,2018-01-01,ID_12,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,-22000000.0,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2018-01-01,2018-01-01,ID_13,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2018-01-01,2018-01-01,ID_14,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,-4297913000.0,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2018-01-01,2018-12-31,ID_0,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,-315503000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,376000.0,608000.0,-287519000.0,36847000.0,565000.0,405000.0,-323974000.0,-173000.0,-8471000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2018-01-01,2018-12-31,ID_1,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27466052,2018-01-01,2018-12-31,ID_15,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
27466052,2018-01-01,2018-12-31,ID_16,,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzc5LzMxLzFhL2QyLzA2MDEtNDVkMy05M2YyLTk4NGI4MjY3ZDA1YQ.pdf,http://regnskaber.virk.dk/25066472/ZG9rdW1lbnRsYWdlcjovLzAzLzBmLzk1Lzc5LzUxLzcxODItNDYzYy05ZmM5LTRlYTMzMDIyOTcxYg.xml,true,"8260, Viby J",SÃ¸nderhÃ¸j 14,Til kapitalejerne i Arla Foods Holding A/S,"Regnskabsklasse C, mellemstor virksomhed",Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2018 - 31-12-2018.",2019-05-24,2019-05-24,2019-05-24,Selskabet har i henhold til Ã¥rsregnskabslovens Â§86 stk. 4 undladt at udarbejde pengestrÃ¸msopgÃ¸relse.,30700228.0,27466052.0,mne30152,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2018 - 31-12-2018 for Arla Foods Holding A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Jens WeiersÃ¸e Jakobsen,Jonas Buur,Ernst & Young,Arla Foods Holding A/S,Jonas Buur,Aarhus,2017-01-01,2017-12-31,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"0, Aarhus",2018-12-31,2018-01-01,false,2019-05-24,Aarhus,89381000.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:27261555,indberetninger-20180424,2.5124266,27466052.0,AWr9cBoKRYGX6_YTIGme,2019-05-28T07:56:29.453Z,2019-05-28T07:55:42.733Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BH-33-ZX,2019-05-28T07:55:43.052Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,
