entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmailOfReportingEntity,EmployeeBenefitsExpense,GrossProfitLoss,HomepageOfReportingEntity,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsLongtermInvestmentsAndReceivables,Equity,FixturesFittingsToolsAndEquipment,Goodwill,IntangibleAssets,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermInvestments,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermDebtToBanks,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromOwnersAndManagement,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard,NameAndSurnameOfMemberOfSupervisoryBoard,TitleOfMemberOfSupervisoryBoard
30355709,2015-01-01,2015-12-31,ID_10,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,170270.0,ca.maskinteknik@gmail.com,638368.0,1176536.0,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",49244.0,988.0,Horsens,2015-01-01,2015-12-31,228805.0,319642.0,367899.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,90837.0,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2015-01-01,2015-12-31,ID_11,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,-129005.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2015-01-01,2015-12-31,ID_13,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,-99800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2015-12-31,2015-12-31,ID_9,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,2492024.0,7309.0,500000.0,85699.0,28000.0,1077334.0,914285.0,55000.0,55000.0,1409040.0,2492024.0,1104309.0,28000.0,430465.0,430465.0,2406325.0,75.0,116709.0,2323325.0,99800.0,310381.0,310381.0,444277.0,33257.0,282065.0,75.0,673845.0,71237.0,78315.0,10371.0,620.0,203834.0,67324.0,,,
30355709,2016-01-01,2016-12-31,ID_0,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,429581.0,ca.maskinteknik@gmail.com,675353.0,583050.0,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",84864.0,2933.0,Horsens,2015-01-01,2015-12-31,-471634.0,-603816.0,-521884.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,-132182.0,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2016-01-01,2016-12-31,ID_1,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,-51700.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2016-01-01,2016-12-31,ID_14,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,523334.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30355709,2016-01-01,2016-12-31,ID_2,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Andersen,,
30355709,2016-01-01,2016-12-31,ID_3,,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzI1LzMyL2JkL2JjLzBhNTYtNGExNC05MzFiLTIzOTlhNmNiYTUyZA.pdf,http://regnskaber.virk.dk/90755303/ZG9rdW1lbnRsYWdlcjovLzAzLzFjL2FjLzE4L2E4Lzk1MzUtNGY4NS1hNzM4LTYyZWFhZDFiODFkNA.xml,true,"8700, Horsens","Erhvervsbyvej 13, 1.",Til kapitalejerne i C.A. Maskinteknik A/S,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2016 - 31-12-2016.",2017-04-26,2017-04-26,2007-03-07,2017-04-26,,ca.maskinteknik@gmail.com,,,www.ca-maskinteknik.dk/,36563877.0,30355709.0,36563877.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2016 - 31-12-2016 for C.A. Maskinteknik A/S.,Ãrsrapport,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Chris Andersen,LMO Erhvervsrevision,C.A. Maskinteknik A/S,"LMO Erhvervsrevision, Godkendt revisionsaktieselskab",,,Horsens,2015-01-01,2015-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2016-12-31,2016-01-01,false,2017-04-26,Horsens,,75655760.0,DirektÃ¸r,RevisionspÃ¥tegning,urn:ofk:oid:23808193,indberetninger-20180424,2.5097437,30355709,,2018-03-27T19:52:21.041Z,2017-05-04T12:12:35.961Z,regnskab,0.0,,2016-12-31,2016-01-01,X17-AH-47-WP,2017-05-04T12:12:47.745Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
