entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherExternalExpenses,OtherFinanceExpenses,OtherFinanceIncome,OtherOperatingIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermPayables,OtherShorttermReceivables,ProposedDividend,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,NameOfAuditFirm
20908106,2013-07-01,2014-06-30,c1,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-25603.0,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-24152.0,-52110.0,688649.0,350000.0,KvÃ¦rndrup,936784.0,962387.0,325848.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,-25603.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
20908106,2013-07-01,2014-06-30,c30,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,838384.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
20908106,2013-07-01,2014-06-30,c6,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,98400.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
20908106,2014-06-30,2014-06-30,c4,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,5635676.0,2856581.0,125000.0,5635676.0,5503643.0,5635676.0,132033.0,2743797.0,13125.0,35298.0,98400.0,5378643.0,2743797.0,132033.0,35298.0,20508.0,
20908106,2014-07-01,2014-07-01,c137,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,125000.0,,,,,,,,,,,,
20908106,2014-07-01,2014-07-01,c158,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,5378643.0,,,,,,,,,,,,
20908106,2014-07-01,2015-06-30,c0,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,840.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,-37248.0,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,-20251.0,0.0,616944.0,0.0,KvÃ¦rndrup,560285.0,596693.0,-20251.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,-36408.0,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
20908106,2014-07-01,2015-06-30,c159,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,-1439715.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
20908106,2014-07-01,2015-06-30,c199,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
20908106,2014-07-01,2015-06-30,c29,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzLzg5LzFkLzI4L2UxLzExM2EtNDk4Zi04MDU2LWUzNGQzODI0YmY3ZA.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2JiL2I1L2Y2LzA2L2VjYjctNGM5Ni05N2NhLTk2NDM3MmU4NDA5OA.xml,1.0,Faaborg,5600.0,2 A,L. Frandsensvej,5772  KvÃ¦rndrup,LÃ¦rkevej 27,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejerne i Hanpo Holding ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2014 - 30. juni 2015.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,,2015-08-12,1998-04-24,2015-08-17,Statsautoriseret revisor,20908106.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. juli 2014 - 30. juni 2015 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,,,KvÃ¦rndrup,-1439715.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2015-06-30,2014-07-01,2015-08-12,Faaborg,,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:5737101,indberetninger-20180424,2.5115724,20908106.0,,2018-03-30T12:05:53.005Z,2015-08-17T13:29:43.005Z,regnskab,0.0,,2015-06-30,2014-07-01,X15-AF-95-NU,2015-08-17T13:29:43.036Z,,,,,,,,,,,,,,,,,
