entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DisclosureOfContingentAssets,DividendPaid,EmployeeBenefitsExpense,ExternalExpenses,GrossProfitLoss,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,WagesAndSalaries,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,OtherShorttermInvestments,OtherShorttermReceivables,ProposedDividendRecognisedInEquity,RetainedEarnings,ShorttermInvestments,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxReceivables,NameOfAuditFirm,TypeOfAuditorAssistance
20908106,2017-07-01,2018-06-30,c175,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,-85577.0,0.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,60000.0,30847.0,-30847.0,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,443059.0,144682.0,KvÃ¦rndrup,2017-07-01,2018-06-30,-303647.0,-389224.0,-90847.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,-85577.0,60000.0,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,,
20908106,2017-07-01,2018-06-30,c214,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,-409447.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,,
20908106,2017-07-01,2018-06-30,c219,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,,
20908106,2018-06-30,2018-06-30,c173,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,3950952.0,746091.0,125000.0,85577.0,3937751.0,3950952.0,13201.0,3105480.0,9804.0,105800.0,3706951.0,3105480.0,13201.0,99381.0,4000.0,,
20908106,2018-07-01,2018-07-01,c231,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,125000.0,,,,,,,,,,,,
20908106,2018-07-01,2018-07-01,c249,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,3706951.0,,,,,,,,,,,,
20908106,2018-07-01,2018-07-01,c255,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,105800.0,,,,,,,,,,,,
20908106,2018-07-01,2019-06-30,c174,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,-15295.0,6870.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,60000.0,24137.0,-24137.0,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,119616.0,134131.0,KvÃ¦rndrup,2017-07-01,2018-06-30,-61197.0,-69622.0,-84137.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,-8425.0,60000.0,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,Andre erklÃ¦ringer uden sikkerhed
20908106,2018-07-01,2019-06-30,c213,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,-169197.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,,
20908106,2018-07-01,2019-06-30,c217,,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2RlL2Y3LzVhL2YxLzc1ZjAtNDBhMy1hMjQ5LTllMTYwYzI1NGRhMQ.pdf,http://regnskaber.virk.dk/60180902/ZG9rdW1lbnRsYWdlcjovLzAzL2U3L2IzL2U0LzZkLzdhNTYtNDFiZi04OGU2LWQxZjI1ZTE2NTNhMQ.xml,true,Faaborg,5600.0,2 A,L. Frandsensvej,5772 KvÃ¦rndrup,c/o Poul Erik Pedersen,DK-5600 Faaborg,L. Frandsensvej 2 A,Til kapitalejeren i Hanpo Holding ApS,,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2019 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2019-08-29,1998-04-24,2019-09-11,Statsautoriseret revisor,Ingen.,-105800.0,,,,20222670.0,20908106.0,20222670.0,mne7131,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. juli 2018 - 30. juni 2019 for Hanpo Holding ApS.,Ãrsrapport,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Arne Hvidtfeldt,Poul Erik Pedersen,Poul Erik Pedersen,Hanpo Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,KvÃ¦rndrup,2017-07-01,2018-06-30,108000.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Faaborg-Midtfyn,2019-06-30,2018-07-01,true,2019-08-29,Faaborg,,,urn:ofk:oid:27814766,indberetninger-20180424,2.5118417999999996,20908106.0,AW0khkwlIXJRhhXBNkq0,2019-09-12T08:11:02.354Z,2019-09-12T08:10:43.231Z,regnskab,0.0,,2019-06-30,2018-07-01,X19-CU-03-QM,2019-09-12T08:10:43.501Z,,,,,,,,,,,,,,,,,
