entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnExtendedReviewOfFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,CurrentTaxExpense,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,DividendIncomeRelatedToInvestments,DividendPaid,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,LongtermLiabilitiesOtherThanProvisionsDueAfterFiveYearsAndMore,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,CashAndCashEquivalents,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermTaxPayables,NoncurrentAssets,OtherShorttermPayables,ProposedDividendRecognisedInEquity,ReserveForNetRevaluationAccordingToEquityMethod,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxReceivables,ShorttermTradePayables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
10009618,2016-10-01,2017-09-30,c174,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",0.0,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,10725.0,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,303534.0,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,16621.0,37899.0,VedbÃ¦k,2016-10-01,2017-09-30,314087.0,314087.0,292809.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,0.0,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,,,,,,,,,,,,,,,,,,,,,
10009618,2016-10-01,2017-09-30,c177,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,105800.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,,,,,,,,,,,,,,,,,,,,,
10009618,2016-10-01,2017-09-30,c185,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,-166466.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,,,,,,,,,,,,,,,,,,,,,
10009618,2016-10-01,2017-09-30,c195,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,374753.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,,,,,,,,,,,,,,,,,,,,,
10009618,2017-09-30,2017-09-30,c172,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,6266643.0,2119291.0,125000.0,6151989.0,6266643.0,114654.0,2951631.0,2951631.0,0.0,0.0,2951631.0,102154.0,105800.0,1865631.0,4055558.0,114654.0,1195721.0,1193721.0,2000.0,12500.0,,,,
10009618,2017-10-01,2017-10-01,c226,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,125000.0,,,,,,,,,,,,,,,,,,,,
10009618,2017-10-01,2017-10-01,c235,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,1865631.0,,,,,,,,,,,,,,,,,,,,
10009618,2017-10-01,2017-10-01,c253,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,4055558.0,,,,,,,,,,,,,,,,,,,,
10009618,2017-10-01,2017-10-01,c257,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,105800.0,,,,,,,,,,,,,,,,,,,,
10009618,2017-10-01,2017-10-01,c567,,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzLzQyLzQzL2RjLzg5LzA5YTgtNDI1Yi1iOTdjLWUxYzg3ZDAwMTQ1OQ.pdf,http://regnskaber.virk.dk/81690001/ZG9rdW1lbnRsYWdlcjovLzAzL2I1LzNjL2IzL2Q0LzUwYTMtNDVkNi04MTkxLTFiMmIwNTNjMDA0NA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,2950 VedbÃ¦k,c/o Leif Dreyer,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i Jacob Dreyer Holding ApS,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018.",,2018-12-12,1999-10-28,2019-01-03,Statsautoriseret revisor,-300000.0,-105800.0,,20222670.0,10009618.0,20222670.0,mne11688,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. oktober 2017 - 30. september 2018 for Jacob Dreyer Holding ApS.,,Ãrsrapport,0.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Gregers Paulsen,Jacob Dreyer,Jacob Dreyer,Jacob Dreyer Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,,VedbÃ¦k,2016-10-01,2017-09-30,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Rudersdal,2018-09-30,2017-10-01,314635.0,true,2018-12-12,KÃ¸benhavn,,urn:ofk:oid:26552750,indberetninger-20180424,2.5116807999999997,10009618.0,AWg8BnPPet7j816DxsLS,2019-01-11T08:28:48.832Z,2019-01-11T08:28:00.189Z,regnskab,0.0,,2018-09-30,2017-10-01,X19-AC-85-WE,2019-01-11T08:28:00.336Z,,,,,,,,,,,,,,,,,,,,,1865631.0,1086000.0,,
