entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfAuditorCountry,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DepreciationOfPropertyPlantAndEquipment,DescriptionOfAuditor,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfCostOfSales,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfEquity,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfOtherOperatingIncome,EmailOfAuditor,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,InvestmentsGross,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfAuditFirm,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecognisedButNotOwnedAssets,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfAuditor,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Equity,ProfitLoss,AdditionsToInvestments,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,GrossProfitLoss,InterestExpenseAssignedToGroupEnterprises,OtherFinanceExpenses,OtherInterestExpenses,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,ValueAdjustmentsOfEquity,DividendPaid,LongtermInvestmentsAndReceivables,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DeferredIncomeAssets,FixturesFittingsToolsAndEquipment,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsInAssociates,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherLongtermInvestments,OtherShorttermPayables,OtherShorttermReceivables,PropertyPlantAndEquipment,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToAssociates,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTaxReceivables,ShorttermTradePayables,ShorttermTradeReceivables,AccumulatedImpairmentLossesAndDepreciationOfPropertyPlantAndEquipment,PropertyPlantAndEquipmentGross,NameAndSurnameOfMemberOfSupervisoryBoard,RelatedEntityLegalForm,RelatedEntityName,RelatedEntityRegisteredOffice,ShareHeldByEntityOrConsolidatedEnterprisesInRelatedEntity
32319882,2017-01-01,2017-01-01,c172,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,92600.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-01-01,c704,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,123820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-01-01,c725,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,7725292.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-01-01,c728,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-12-31,c120,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,999914.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-12-31,c236,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-12-31,c3,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,999914.0,,3129.0,2198353.0,0.0,789370.0,789370.0,1405854.0,2195224.0,405940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-12-31,c726,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,999914.0,,,,,,,,,,355000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-01-01,2017-12-31,c729,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,,,,,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32319882,2017-12-31,2017-12-31,c176,,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzE5L2I4L2ZiLzliL2Q3YmItNDRkZS1hOTE5LTdmZmMyNDcwYWVkNg.pdf,http://regnskaber.virk.dk/28891323/ZG9rdW1lbnRsYWdlcjovLzAzLzBiL2Q0L2IwLzRmLzIxZDMtNDNlNi1hMWZjLTM4NjU4ODgxNWI1MQ.xml,Danmark,KÃ¸benhavn Ã,2100.0,112.0,LersÃ¸ Parkalle,KÃ¸benhavn K,1161.0,"33, 2.",Vestergade,"2100, KÃ¸benhavn Ã","LersÃ¸ Parkalle, 112",anpartshaverne,Regnskabsklasse B,The annual report has been presented in accordance with the Danish Financial Statements Act.,"We consider the accounting policies used appropriate, and in our opinion the annual accounts provide a true and fair view of the company's assets and liabilities and its financial position at 31 December 2018 and of the company's results of its activities in the financial year 1 January to 31 December 2018.",2019-04-11,2019-04-11,2013-04-24,2019-06-03,9387.0,Statsautoriseret revisor,Costs of sales includes costs for computer games development.,Equity,"Other external costs comprise costs for sales, administration, premises, loss on debtors.",Other operating income includes grants for the company's development activities.,Buusjensen@buusjensen.dk,16119040.0,32319882.0,16119040.0,mne29456,The board of directors and the managing director have today presented the annual report of Tactile Games ApS for the financial year 1 January to 31 December 2018.,Ãrsrapport,92600.0,We are of the opinion that the management's review includes a fair description of the issues dealt with.,Ulrik NÃ¸rskov,AsbjÃ¸rn Malte SÃ¸ndergaard,AsbjÃ¸rn Malte SÃ¸ndergaard,"BUUS JENSEN, Statsautoriserede revisorer",Tactile Games ApS,"BUUS JENSEN, Statsautoriserede revisorer",KÃ¸benhavn K,2017-01-01,2017-12-31,0.0,The annual report is recommended for approval by the general meeting.,KÃ¸benhavn,2018-12-31,2018-01-01,2019-04-11,KÃ¸benhavn,39 29 08 00,RevisionspÃ¥tegning,urn:ofk:oid:27426093,indberetninger-20180424,2.5124402000000003,32319882.0,AWssLAkFRYGX6_YTIfWY,2019-06-06T09:44:22.094Z,2019-06-06T09:43:31.153Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BK-84-RD,2019-06-06T09:43:31.381Z,,,,,,,,,,,,,,92600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
