entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AdjustmentsForCurrentTaxOfPriorPeriod,AdjustmentsForDeferredTax,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,InterestIncomeFromGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherAdjustmentsRelatedToInvestments,OtherFinanceExpenses,OtherFinanceIncome,OtherInterestExpenses,OtherInterestIncome,PlaceOfSignatureOfStatement,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TypeOfAuditorAssistance,ValueAdjustmentsOfEquity,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,CurrentDeferredTaxAssets,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,OtherShorttermPayables,RetainedEarnings,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm
34579652,2014-10-01,2015-09-30,c343,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,-5419.0,-8902.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,-5288.0,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,9428.0,Ãrsrapport,-1921.0,-5681.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,-2643.0,-5461.0,4564.0,220.0,Frederiksberg,10357.0,-3964.0,4140.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,14321.0,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,
34579652,2014-10-01,2015-09-30,c365,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,10357.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,
34579652,2015-09-30,2015-09-30,c395,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,183516.0,80000.0,5419.0,-12540.0,183516.0,196056.0,79678.0,79678.0,79678.0,3000.0,-92540.0,183.0,196056.0,152576.0,103838.0,98419.0,40297.0,0.0,,,
34579652,2015-10-01,2015-10-01,c657,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,-125322.0,205000.0,
34579652,2015-10-01,2015-10-01,c699,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,80000.0,,,,,,,,,,,,,,,,,
34579652,2015-10-01,2015-10-01,c726,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,-92539.0,,,,,,,,,,,,,,,,,
34579652,2015-10-01,2016-09-30,c0,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,-1649.0,0.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,-6338.0,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,-147584.0,Ãrsrapport,-3937.0,-6105.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,3459.0,-6168.0,478.0,-63.0,Frederiksberg,-154982.0,-156631.0,-153922.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,1649.0,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
34579652,2015-10-01,2016-09-30,c1,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,
34579652,2015-10-01,2016-09-30,c364,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,-154982.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,
34579652,2015-10-01,2016-09-30,c41,,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2IwLzAzLzM1LzYyLzYwZmItNDQ3Ny04ZjliLWY4YmFmOTc2Zjc1Yg.pdf,http://regnskaber.virk.dk/25697543/ZG9rdW1lbnRsYWdlcjovLzAzL2UxL2IxL2U3LzI0L2FkODktNDEzZS04NTc0LTBlMWIyZTg0NGFjYQ.xml,true,Svendborg,5700.0,"2, 2",FrederiksÃ¸,2000 Frederiksberg,Falkoner AllÃ© 79,DK-5700 Svendborg,"FrederiksÃ¸ 2, 2",Til kapitalejerne i DST Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. september 2016 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. oktober 2015 - 30. september 2016.",Direktionen anser fortsat betingelserne for at undlade revision for opfyldte.,2016-12-08,2012-05-10,2016-12-09,Statsautoriseret revisor,,20222670.0,34579652.0,20222670.0,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for 1. oktober 2015 - 30. september 2016 for DST Holding ApS.,,Ãrsrapport,,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Flemming KÃ¤ehne,Ole Lumholtz,Ole Lumholtz,DST Holding ApS,BDO Statsautoriseret revisionsaktieselskab,67906.0,,,,,Frederiksberg,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,Frederiksberg,2016-09-30,2015-10-01,-147584.0,false,2016-12-08,Svendborg,,Andre erklÃ¦ringer uden sikkerhed,67906.0,urn:ofk:oid:23280356,indberetninger-20180424,2.5097342,34579652.0,,2018-03-29T06:24:01.866Z,2016-12-12T10:16:38.470Z,regnskab,0.0,,2016-09-30,2015-10-01,X16-BJ-76-ZA,2016-12-12T10:16:38.625Z,,,,,,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab
