entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AddressOfReportingEntityDistrictName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetBuildingIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,Assets,CashAndCashEquivalents,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,ContributedCapital,CurrentAssets,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfGeneralMeeting,DescriptionOfMethodsOfRecognitionAndMeasurementBasisOfExternalExpenses,DividendPaid,Equity,GrossProfitLoss,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,ManagementsStatementAboutManagementsReview,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,OtherFinanceIncome,OtherShorttermPayables,OtherShorttermReceivables,PlaceOfSignatureOfStatement,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,ProposedDividendRecognisedInEquity,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermTaxPayables,ShorttermTradePayables,ShorttermTradeReceivables,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,ProfitLoss,NameAndSurnameOfMemberOfSupervisoryBoard
35823875,2014-04-03,2014-04-03,c4,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,500000.0,500000.0,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,500000.0,500000.0,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,500000.0,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,500000.0,0.0,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,0.0,0.0,Skjern,421237.0,421285.0,0.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,0.0,0.0,0.0,0.0,0.0,0.0,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,
35823875,2014-04-04,2014-04-04,c181,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,500000.0,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,
35823875,2014-04-04,2015-06-30,c1,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,319529.0,
35823875,2014-04-04,2015-06-30,c122,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,34229.0,
35823875,2014-04-04,2015-06-30,c200,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,34229.0,
35823875,2014-04-04,2015-06-30,c203,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,
35823875,2014-04-04,2015-06-30,c32,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,Jan Dalum
35823875,2014-04-04,2015-06-30,c48,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,Henrik Olesen
35823875,2014-04-04,2015-06-30,c49,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,Keld Thomsen
35823875,2014-04-04,2015-06-30,c71,,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzhmLzVmLzg2LzQ5LzU3YzctNGNiMC1hMjQ5LWYyZDRiOTk4YmI2Zg.pdf,http://regnskaber.virk.dk/57832853/ZG9rdW1lbnRsYWdlcjovLzAzLzZhLzkyLzZmL2M3L2Q0OWQtNGYyOS05ODc0LWY2YjA5NmRjOGY0Yw.xml,Skjern,6900.0,23.0,Industrivej,"6900, Skjern","Ãstergade, 130",aktionÃ¦ren,,,Regnskabsklasse B,Ãrsrapporten er aflagt i overensstemmelse med Ã¥rsregnskabsloven.,"Vi anser den valgte regnskabspraksis for hensigtsmÃ¦ssig, og efter vores opfattelse giver Ã¥rsregnskabet et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30. juni 2015  samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 4. april 2014 - 30. juni 2015.",Bestyrelse og direktion anser betingelserne for at undlade revision af Ã¥rsregnskabet for 2014/15 for opfyldt.,,,2015-09-24,2015-09-24,2015-09-24,"Andre eksterne omkostninger omfatter omkostninger til distribution, salg, reklame og administration.",-285300.0,,421285.0,35823875.0,36560509.0,Bestyrelse og direktion har dags dato aflagt Ã¥rsrapporten for 2014/15 for TD Steel A/S.,Ãrsrapport,,,"Ledelsesberetningen indeholder efter vores opfattelse en retvisende redegÃ¸relse for de forhold, som beretningen omhandler.",Jan Dalum,Jan Dalum,TD Steel A/S,"Martinsen RingkÃ¸bing-Skjern, Statsautoriseret Revisionspartnerselskab",318.0,270.0,,,Skjern,421237.0,421285.0,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2015-06-30,2014-04-04,,,,,,,2015-09-24,Skjern,101708.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:21534639,indberetninger-20180424,2.5118417999999996,35823875.0,,2018-03-30T09:46:42.786Z,2015-10-19T07:13:43.017Z,regnskab,0.0,,2015-06-30,2014-04-04,X15-AH-72-LE,2015-10-19T07:13:43.112Z,,
