entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfReportingEntity,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,StatementOnOptingOutOfAuditingFinancialStatementsInNextReportingPeriodDueToExemption,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,GainsLossesFromCurrentValueAdjustmentsOfInvestmentAssets,GrossProfitLoss,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RestOfOtherFinanceExpenses,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,DepositsShorttermLiabilitiesOtherThanProvisions,Equity,LandAndBuildings,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInAssociates,LongtermLiabilitiesOtherThanProvisions,LongtermMortgageDebt,NoncurrentAssets,OtherShorttermPayables,PropertyPlantAndEquipment,ProposedDividendRecognisedInEquity,Provisions,ProvisionsForDeferredTax,RetainedEarnings,RevaluationReserve,ShorttermDebtToBanks,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermReceivablesFromAssociates,ShorttermTaxPayables,ShorttermTradePayables,NameAndSurnameOfMemberOfExecutiveBoard
35041133,2016-07-01,2017-06-30,ID_11,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,-973258.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2016-07-01,2017-06-30,ID_5,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,1682317.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,492488.0,801108.0,684059.0,1834949.0,1293596.0,173523.0,152632.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2016-07-01,2017-06-30,ID_7,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,-25000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2016-07-01,2017-06-30,ID_9,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,-684059.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2017-06-30,2017-06-30,ID_3,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,12522962.0,18770.0,80000.0,1720577.0,18000.0,4314098.0,10093326.0,12522962.0,7942199.0,709059.0,709059.0,4027873.0,4027873.0,10802385.0,1895271.0,10093326.0,25000.0,266665.0,266665.0,3525039.0,684059.0,1415649.0,3914326.0,171000.0,257575.0,1701807.0,1491768.0,81000.0,75831.0,
35041133,2017-07-01,2018-06-30,ID_0,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raza Danial Ahmed
35041133,2017-07-01,2018-06-30,ID_1,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2017-07-01,2018-06-30,ID_10,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,-638729.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2017-07-01,2018-06-30,ID_2,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,904117.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,229.0,239400.0,240388.0,799407.0,239629.0,182259.0,-104710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35041133,2017-07-01,2018-06-30,ID_6,,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzL2FiLzI3LzhiLzAwLzI0ZjYtNGQ0Yi04ZDI1LTkxMjA3OGNjMWY4ZQ.pdf,http://regnskaber.virk.dk/33114053/ZG9rdW1lbnRsYWdlcjovLzAzLzAzL2UyLzAyL2QyL2E4MmMtNGNiOC1iNThiLWU1OWZjN2VmMDVlNg.xml,true,"1864, Frederiksberg C",Grundvigsvej 27,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 30-06-2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-07-2017 - 30-06-2018.",2018-11-16,2018-11-16,2013-02-13,2018-11-16,35041133.0,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-07-2017 - 30-06-2018 for Gross Invest ApS.,Ãrsrapport,Flemming Jensen,Gross Invest ApS,Regnskab & BogfÃ¸ring ApS,Frederiksberg,2016-07-01,2017-06-30,-25000.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,"Frederiksberg, 147",2018-06-30,2017-07-01,false,"Der trÃ¦ffes pÃ¥ generalforsamlingen beslutning om, at Ã¥rsregnskabet for det kommende regnskabsÃ¥r og fremover ikke skal revideres. Direktionen anser betingelserne for at undlade revision for opfyldt.",DirektÃ¸r,Ingen bistand,urn:ofk:oid:26392756,indberetninger-20180424,2.5118406,35041133.0,AWdkwk05et7j816DxP1d,2018-11-30T13:15:44.461Z,2018-11-30T13:15:13.620Z,regnskab,0.0,,2018-06-30,2017-07-01,X18-EF-33-RP,2018-11-30T13:15:14.144Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
