entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfAuditorDistrictName,AddressOfAuditorPostCodeIdentifier,AddressOfAuditorStreetBuildingIdentifier,AddressOfAuditorStreetName,AddressOfReportingEntityPostCodeIdentifier,AddressOfReportingEntityStreetName,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnAuditedFinancialStatements,AdjustmentsForCurrentTaxOfPriorPeriod,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,DateOfApprovalOfAnnualReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,DescriptionOfAuditor,ExternalExpenses,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,IncomeFromInvestmentsInGroupEnterprisesAndAssociates,InformationOnTypeOfSubmittedReport,InterestExpenseAssignedToGroupEnterprises,ManagementsStatementAboutManagementsReview,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameAndSurnameOfMemberOfExecutiveBoard,NameOfReportingEntity,NameOfSubmittingEnterprise,OtherFinanceExpenses,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,RecommendationForApprovalOfAnnualReportByGeneralMeeting,RegisteredOfficeOfReportingEntity,ReportingPeriodEndDate,ReportingPeriodStartDate,RevaluationsOfInvestmentsOfTheYear,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TaxExpenseOnOrdinaryActivities,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,Assets,ContributedCapital,Equity,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermInvestmentsAndReceivables,LongtermInvestmentsInGroupEnterprises,NoncurrentAssets,RetainedEarnings,ShorttermLiabilitiesOtherThanProvisions,ShorttermPayablesToGroupEnterprises,ShorttermReceivables,ShorttermTaxReceivables,AccumulatedRevaluationsOfInvestments,InvestmentsGross,NameOfAuditFirm,TypeOfAuditorAssistance
29916853,2017-01-01,2017-12-31,c175,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,-1248.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,5000.0,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,31518.0,Ãrsrapport,672.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,672.0,KÃ¸benhavn,2017-01-01,2017-12-31,27094.0,25846.0,26518.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,-1248.0,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,,
29916853,2017-01-01,2017-12-31,c214,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,27094.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,,
29916853,2017-12-31,2017-12-31,c173,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,561545.0,125000.0,488675.0,561545.0,72870.0,550689.0,550689.0,550689.0,363675.0,72870.0,67870.0,10856.0,10856.0,,,,
29916853,2018-01-01,2018-01-01,c231,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,125000.0,,,,,,,,,,,,,,
29916853,2018-01-01,2018-01-01,c249,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,363675.0,,,,,,,,,,,,,,
29916853,2018-01-01,2018-01-01,c568,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,-906811.0,1457500.0,,
29916853,2018-01-01,2018-12-31,c174,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,-1260.0,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,5000.0,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,31204.0,Ãrsrapport,729.0,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,729.0,KÃ¸benhavn,2017-01-01,2017-12-31,26735.0,25475.0,26204.0,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,-1260.0,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,RevisionspÃ¥tegning
29916853,2018-01-01,2018-12-31,c213,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,26735.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,,
29916853,2018-01-01,2018-12-31,c248,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,26735.0,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,,
29916853,2018-01-01,2018-12-31,c307,,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzL2U3LzdlLzU0LzE1Lzk3NGYtNDUxZS1iM2U3LTAzMjgyODQwZjJkMQ.pdf,http://regnskaber.virk.dk/35861992/ZG9rdW1lbnRsYWdlcjovLzAzLzFlLzI1LzE2Lzg5L2YwNmQtNDRjMS1hZTVjLTFmMzJkYzUyZGNmZA.xml,true,KÃ¸benhavn V,1561.0,29.0,Havneholmen,1577 KÃ¸benhavn V,Bernstorffsgade 23A,DK-1561 KÃ¸benhavn V,Havneholmen 29,Til kapitalejeren i S&D Holding ApS,,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er min opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31. december 2018 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 1. januar - 31. december 2018.",2019-04-29,2006-09-12,2019-05-13,Statsautoriseret revisor,,20222670.0,29916853.0,20222670.0,mne23299,Direktionen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 1. januar - 31. december 2018 for S&D Holding ApS.,,Ãrsrapport,,"Ledelsesberetningen indeholder efter min opfattelse en retvisende redegÃ¸relse for de forhold, beretningen omhandler.",Ole C. K. Nielsen,Steen Dyhrberg,Steen Vinther Dyhrberg,S&D Holding ApS,BDO Statsautoriseret revisionsaktieselskab,,KÃ¸benhavn,2017-01-01,2017-12-31,,,,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,KÃ¸benhavn,2018-12-31,2018-01-01,31204.0,false,2019-04-29,KÃ¸benhavn,,urn:ofk:oid:27140998,indberetninger-20180424,2.5097437,29916853.0,AWq3qj_gRYGX6_YTHry8,2019-05-14T18:45:55.352Z,2019-05-14T18:45:48.588Z,regnskab,0.0,,2018-12-31,2018-01-01,X19-BD-88-GJ,2019-05-14T18:45:48.723Z,,,,,,,,,,,,,,,,BDO Statsautoriseret revisionsaktieselskab,
