entity,start_date,end_date,context,AARSRAPPORT_html,AARSRAPPORT_pdf,AARSRAPPORT_xml,AccountingPoliciesAreUnchangedFromPreviousPeriod,AddressOfSubmittingEnterprisePostcodeAndTown,AddressOfSubmittingEnterpriseStreetAndNumber,AddresseeOfAuditorsReportOnOtherReport,AverageNumberOfEmployees,ClassOfReportingEntity,ConfirmationThatAnnualReportIsPresentedInAccordanceWithRequirementsProvidedForByLegislationAnyStandardsAndRequirementsProvidedByArticlesOfAssociationOrByAgreement,ConfirmationThatFinancialStatementGivesTrueAndFairViewOfAssetsLiabilitiesEquityFinancialPositionAndResults,ConfirmationThatFinancialStatementsAreExemptedFromAuditing,DateOfApprovalOfAnnualReport,DateOfApprovalOfReport,DateOfFoundationOfReportingEntity,DateOfGeneralMeeting,IdentificationNumberCvrOfAuditFirm,IdentificationNumberCvrOfReportingEntity,IdentificationNumberCvrOfSubmittingEnterprise,IdentificationNumberOfAuditor,IdentificationOfApprovedAnnualReport,InformationOnTypeOfSubmittedReport,NameAndSurnameOfAuditor,NameAndSurnameOfChairmanOfGeneralMeeting,NameOfAuditFirm,NameOfFinancialInstitution,NameOfReportingEntity,NameOfSubmittingEnterprise,PlaceOfSignatureOfStatement,PrecedingReportingPeriodStartDate,PredingReportingPeriodEndDate,RecommendationForApprovalOfAnnualReportByGeneralMeeting,ReportingPeriodEndDate,ReportingPeriodStartDate,SelectedElementsFromReportingClassC,SignatureOfAuditorsDate,SignatureOfAuditorsPlace,TelephoneNumberOfReportingEntity,TitleOfMemberOfExecutiveBoard,TypeOfAuditorAssistance,_id,_index,_score,cvrNummer,indlaesningsId,indlaesningsTidspunkt,offentliggoerelsesTidspunkt,offentliggoerelsestype,omgoerelse,regNummer,regnskabsperiode_slutDato,regnskabsperiode_startDato,sagsNummer,sidstOpdateret,DepreciationAmortisationExpenseAndImpairmentLossesOfPropertyPlantAndEquipmentAndIntangibleAssetsRecognisedInProfitOrLoss,EmployeeBenefitsExpense,GrossProfitLoss,OtherFinanceExpenses,OtherFinanceIncomeFromGroupEnterprises,ProfitLoss,ProfitLossFromOrdinaryActivitiesBeforeTax,ProfitLossFromOrdinaryOperatingActivities,TaxExpenseOnOrdinaryActivities,Assets,CashAndCashEquivalents,ContributedCapital,CurrentAssets,CurrentDeferredTaxAssets,DeferredIncomeAssets,Equity,LeaseholdImprovements,LiabilitiesAndEquity,LiabilitiesOtherThanProvisions,LongtermLiabilitiesOtherThanProvisions,NoncurrentAssets,OtherLongtermPayables,OtherShorttermPayables,PropertyPlantAndEquipment,Provisions,ProvisionsForDeferredTax,RetainedEarnings,SharePremium,ShorttermLiabilitiesOtherThanProvisions,ShorttermPartOfLongtermLiabilitiesOtherThanProvisions,ShorttermReceivables,ShorttermReceivablesFromGroupEnterprises,ShorttermTaxPayablesToGroupEnterprises,ShorttermTradePayables,ShorttermTradeReceivables,NameAndSurnameOfMemberOfExecutiveBoard
30607791,2016-01-01,2016-12-31,ID_10,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,1.0,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2016-01-01,2016-12-31,ID_11,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,41875.0,21951.0,107492.0,21290.0,12532.0,27232.0,34908.0,43666.0,7676.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2016-01-01,2016-12-31,ID_12,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,-27232.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2016-12-31,2016-12-31,ID_8,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,380856.0,25398.0,125000.0,363491.0,0.0,7000.0,-17467.0,17365.0,380856.0,397005.0,309463.0,17365.0,309463.0,10836.0,17365.0,1318.0,1318.0,-154074.0,11607.0,87542.0,66706.0,338093.0,304087.0,0.0,10000.0,27006.0,
30607791,2017-01-01,2017-12-31,ID_0,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,17365.0,16328.0,123270.0,18194.0,12999.0,65819.0,84382.0,89577.0,18563.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2017-01-01,2017-12-31,ID_1,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2017-01-01,2017-12-31,ID_13,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,-65819.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2017-01-01,2017-12-31,ID_2,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2017-01-01,2017-12-31,ID_3,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30607791,2017-01-01,2017-12-31,ID_4,,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2I4LzU4LzkwL2JmL2I1MDEtNDg2Yi05OTE0LWRhOTc0NjA4ZTFjMQ.pdf,http://regnskaber.virk.dk/19770603/ZG9rdW1lbnRsYWdlcjovLzAzL2NlLzAyLzdmL2ZmLzBjNGUtNDI5Yy1hNzkwLWI5YTI0YjA3YjE3Ng.xml,true,"8700, Horsens",Erhvervsbyvej 13,Til den daglige ledelse i DMA Team ApS,,Regnskabsklasse B,Ãrsrapporten aflÃ¦gges i overensstemmelse med Ã¥rsregnskabsloven.,"Det er vores opfattelse, at Ã¥rsregnskabet giver et retvisende billede af selskabets aktiver, passiver og finansielle stilling pr. 31-12-2017 samt af resultatet af selskabets aktiviteter for regnskabsÃ¥ret 01-01-2017 - 31-12-2017.",Betingelserne for at undlade revision af Ã¥rsregnskabet anses som opfyldt.,2018-03-15,2018-03-15,2007-05-25,2018-03-15,36563877.0,30607791.0,36563877.0,mne18217,Ledelsen har dags dato behandlet og godkendt Ã¥rsrapporten for regnskabsÃ¥ret 01-01-2017 - 31-12-2017 for DMA Team ApS.,Ãrsrapport,Jan Taylor  Hansen,Heidi Marie Andreasen,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Den jyske Sparekasse,DMA Team ApS,LMO Erhvervsrevision Godkendt Revisionsaktieselskab,Give,2016-01-01,2016-12-31,Ãrsrapporten indstilles til generalforsamlingens godkendelse.,2017-12-31,2017-01-01,false,2018-03-15,Horsens,75803369.0,DirektÃ¸r,Andre erklÃ¦ringer uden sikkerhed,urn:ofk:oid:25249943,indberetninger-20180424,2.5095582000000003,30607791.0,,2018-04-04T14:34:11.960Z,2018-04-01T06:11:44.552Z,regnskab,0.0,,2017-12-31,2017-01-01,X18-AG-88-BV,2018-04-01T06:11:44.707Z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heidi Marie Andreasen
